Department,Subject,Course,Section,Instructor,A,B,C,D,F,IX,NP,P,RD,W,Total
Modern Languages and Culture,SPAN,SPAN 2,3388,AREVALO L H,3.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,5.0,23
Modern Languages and Culture,SPAN,SPAN 2,3389,AREVALO L H,5.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,21
Modern Languages and Culture,SPAN,SPAN 2,3390,SCHAFFER S C,9.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,27
Modern Languages and Culture,SPAN,SPAN 2,4479,LEE CHAN A,1.0,6.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,24
Modern Languages and Culture,SPAN,SPAN 2,4480,NDOLEY M N,6.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,22
Modern Languages and Culture,SPAN,SPAN 3,3391,CANDELARIA C,7.0,8.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,10.0,33
Modern Languages and Culture,SPAN,SPAN 8,3393,MIZUKI A H,8.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,21
Modern Languages and Culture,SPAN,SPAN 11,3394,AREVALO L H,0.0,9.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,27
Modern Languages and Culture,SPAN,SPAN 11,3395,LEE CHAN A,3.0,3.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,28
Modern Languages and Culture,SPAN,SPAN 11,3396,LEE CHAN A,1.0,7.0,5.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,23
Modern Languages and Culture,SPAN,SPAN 20,3398,BUZATU A,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,18
Modern Languages and Culture,SPAN,SPAN 31A,3399,BUZATU A,3.0,2.0,2.0,2.0,7.0,0.0,2.0,1.0,0.0,9.0,28
Modern Languages and Culture,SPAN,SPAN 31A,3400,MIZUKI A H,6.0,0.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,9.0,27
Modern Languages and Culture,SPAN,SPAN 31A,4482,MIZUKI A H,5.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,22
Music,MUSIC,MUSIC 1,2955,DRISCOLL B S,13.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,16.0,39
Music,MUSIC,MUSIC 1,2956,YOUNG A L,10.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,14.0,35
Music,MUSIC,MUSIC 1,2957,CHOU L,23.0,5.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,46
Music,MUSIC,MUSIC 1,2958,TAKESUE S A,11.0,3.0,2.0,1.0,11.0,0.0,0.0,1.0,0.0,8.0,37
Music,MUSIC,MUSIC 1,2959,MARTIN J M,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Music,MUSIC,MUSIC 1,2960,TITMUS J G,25.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44
Music,MUSIC,MUSIC 1,2961,TITMUS J G,30.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46
Music,MUSIC,MUSIC 1,4379,MORA R K,23.0,5.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,41
Music,MUSIC,MUSIC 1,4381,MORA R K,21.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,34
Music,MUSIC,MUSIC 1,4382,HOLT D K,12.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,26
Music,MUSIC,MUSIC 2,2962,DRISCOLL B S,3.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,24
Music,MUSIC,MUSIC 2,2963,DRISCOLL B S,5.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,9.0,24
Music,MUSIC,MUSIC 3,2964,GOODMAN D B,6.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,24
Music,MUSIC,MUSIC 4,2965,GOODMAN D B,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14
Music,MUSIC,MUSIC 6,2966,DRISCOLL B S,4.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,23
Music,MUSIC,MUSIC 6,2967,DRISCOLL B S,5.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,23
Music,MUSIC,MUSIC 7,2968,GOODMAN D B,6.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,24
Music,MUSIC,MUSIC 8,2969,GOODMAN D B,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14
Music,MUSIC,MUSIC 30,2970,ZUSMAN S P,11.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,29
Music,MUSIC,MUSIC 32,2971,ZUSMAN S P,4.0,6.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,20
Music,MUSIC,MUSIC 32,2972,BERGMAN J F,7.0,4.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,2.0,29
Music,MUSIC,MUSIC 32,2973,MARTIN J M,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Music,MUSIC,MUSIC 32,2974,MARTIN J M,26.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,39
Music,MUSIC,MUSIC 32,2975,YOUNG A L,10.0,10.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,34
Music,MUSIC,MUSIC 32,2976,GOODMAN D B,1.0,9.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,26
Music,MUSIC,MUSIC 32,2977,YOUNG A L,4.0,10.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,24
Music,MUSIC,MUSIC 32,2978,ZUSMAN S P,8.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29
Music,MUSIC,MUSIC 32,2979,BERGMAN J F,17.0,10.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,5.0,39
Music,MUSIC,MUSIC 32,2980,ALVISO J R,8.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20
Music,MUSIC,MUSIC 32,2981,BERGMAN J F,5.0,8.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,37
Music,MUSIC,MUSIC 32,2982,FIDDMONT F K,13.0,6.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,8.0,37
Music,MUSIC,MUSIC 32,3598,HOLT D K,7.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,21
Music,MUSIC,MUSIC 32,3614,SMITH J E,10.0,6.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,25
Music,MUSIC,MUSIC 32,3615,DRISCOLL B S,5.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,25
Music,MUSIC,MUSIC 33,2983,FIDDMONT F K,23.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,32
Music,MUSIC,MUSIC 33,2984,PILLICH G S,5.0,9.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,8.0,33
Music,MUSIC,MUSIC 33,2985,FIDDMONT F K,76.0,20.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,118
Music,MUSIC,MUSIC 33,2986,ONEAL K A,49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,51
Music,MUSIC,MUSIC 33,2987,TERRY L,3.0,4.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,24
Music,MUSIC,MUSIC 33,2988,ONEAL K A,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50
Music,MUSIC,MUSIC 33,4383,ONEAL K A,43.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,50
Music,MUSIC,MUSIC 33,4384,TERRY L,9.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,26
Music,MUSIC,MUSIC 33,4385,TERRY L,14.0,2.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,4.0,34
Music,MUSIC,MUSIC 36,2989,CHEESMAN J M,23.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,41
Music,MUSIC,MUSIC 36,4386,PARNELL D J,14.0,6.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,34
Music,MUSIC,MUSIC 37,2990,ALVISO J R,15.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,35
Music,MUSIC,MUSIC 40,4387,GORDON G R,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Music,MUSIC,MUSIC 45,2991,GRAY G L,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8
Music,MUSIC,MUSIC 50A,2992,DE STEFANO J D,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,18
Music,MUSIC,MUSIC 50A,2993,DE STEFANO J D,13.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,33
Music,MUSIC,MUSIC 50A,2994,DE STEFANO J D,15.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,24
Music,MUSIC,MUSIC 50A,2995,DE STEFANO J D,11.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,28
Music,MUSIC,MUSIC 50A,4388,PARNELL D J,13.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,10.0,30
Music,MUSIC,MUSIC 50B,2996,DE STEFANO J D,11.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,24
Music,MUSIC,MUSIC 50B,3541,DE STEFANO J D,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10
Music,MUSIC,MUSIC 50B,4389,PARNELL D J,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,25
Music,MUSIC,MUSIC 53,4390,PREPONIS A,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,21
Music,MUSIC,MUSIC 55,4391,HULS J J,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24
Music,MUSIC,MUSIC 57,4392,KAHN D Z,15.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,27
Music,MUSIC,MUSIC 59,2998,PREPONIS A,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,24
Music,MUSIC,MUSIC 59,3467,SORENSEN K E,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23
Music,MUSIC,MUSIC 60A,2999,STERLING J,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12
Music,MUSIC,MUSIC 60A,3000,KOZLOVA YU V,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,16
Music,MUSIC,MUSIC 60A,3001,STERLING J,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,12
Music,MUSIC,MUSIC 60A,3002,GLIADKOVSKAYA E,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,18
Music,MUSIC,MUSIC 60A,3003,GLIADKOVSKAYA E,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,18
Music,MUSIC,MUSIC 60A,3004,GLIADKOVSKAYA E,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18
Music,MUSIC,MUSIC 60A,3006,SCHREINER G,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21
Music,MUSIC,MUSIC 60A,3007,CHOU L,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,19
Music,MUSIC,MUSIC 60A,4393,CAMPBELL B P,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,16
Music,MUSIC,MUSIC 60A,4394,SCHREINER G,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18
Music,MUSIC,MUSIC 60B,3008,KIM J,6.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,19
Music,MUSIC,MUSIC 60B,3009,KIM J,8.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,19
Music,MUSIC,MUSIC 60B,3010,CHOU L,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19
Music,MUSIC,MUSIC 60C,3012,KOZLOVA YU V,10.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21
Music,MUSIC,MUSIC 60D,3013,CHOU L,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17
Music,MUSIC,MUSIC 64,3014,KOZLOVA YU V,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19
Music,MUSIC,MUSIC 65A,4395,AGUIAR J A,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21
Music,MUSIC,MUSIC 66,3015,TAKESUE S A,6.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,18
Music,MUSIC,MUSIC 70A,3016,SANDERSON A,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18
Music,MUSIC,MUSIC 71,3017,MORA R K,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16
Music,MUSIC,MUSIC 72,3018,MORA R K,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Music,MUSIC,MUSIC 73A,3019,SMITH ME M,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,9
Music,MUSIC,MUSIC 73B,3020,SMITH ME M,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,13
Music,MUSIC,MUSIC 74,4396,MARTIN J M,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24
Music,MUSIC,MUSIC 76,3021,MORA R K,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Music,MUSIC,MUSIC 77,4397,MC KEOWN K O,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
Music,MUSIC,MUSIC 78,3469,WHALEY T L,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27
Music,MUSIC,MUSIC 78,4398,FIDDMONT F K,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Music,MUSIC,MUSIC 79A,3022,FIDDMONT F K,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,17
Music,MUSIC,MUSIC 84A,3023,CHEESMAN J M,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,25
Music,MUSIC,MUSIC 84A,3024,CARTER T M,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33
Music,MUSIC,MUSIC 84A,3025,SCHULMAN J,7.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,15
Music,MUSIC,MUSIC 84A,3470,HARRIS M S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Music,MUSIC,MUSIC 84A,4399,HARMON J M,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21
Music,MUSIC,MUSIC 84B,4401,HARMON J M,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22
Music,MUSIC,MUSIC 84C,3027,HARMON J M,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19
Music,MUSIC,MUSIC 87A,4402,SCHULMAN J,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16
Music,MUSIC,MUSIC 88A,3028,KOZLOVA YU V,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Music,MUSIC,MUSIC 88B,3029,KOZLOVA YU V,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Music,MUSIC,MUSIC 92,3030,DRISCOLL B S,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24
Music,MUSIC,MUSIC 94,3031,DRISCOLL B S,13.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24
Philosophy and Social Science,ECON,ECON 1,1846,URRUTIA A Q,5.0,8.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,15.0,45
Philosophy and Social Science,ECON,ECON 1,1847,GARCIA C P,8.0,5.0,6.0,3.0,18.0,1.0,0.0,0.0,0.0,12.0,53
Philosophy and Social Science,ECON,ECON 1,1848,URRUTIA A Q,6.0,12.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,11.0,46
Philosophy and Social Science,ECON,ECON 1,1849,GARCIA C P,9.0,4.0,11.0,2.0,16.0,0.0,1.0,0.0,0.0,9.0,52
Philosophy and Social Science,ECON,ECON 1,1850,CHAN A K‐C,12.0,14.0,21.0,11.0,13.0,0.0,0.0,0.0,0.0,15.0,86
Philosophy and Social Science,ECON,ECON 1,1851,LEE SAM,19.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,44
Philosophy and Social Science,ECON,ECON 1,1852,CHAN A K‐C,8.0,15.0,17.0,10.0,14.0,0.0,0.0,0.0,0.0,20.0,84
Philosophy and Social Science,ECON,ECON 1,1853,GARCIA C P,13.0,16.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,6.0,48
Philosophy and Social Science,ECON,ECON 1,1854,GARCIA C P,7.0,7.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,8.0,39
Philosophy and Social Science,ECON,ECON 1,1855,GILL H S,12.0,12.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,40
Philosophy and Social Science,ECON,ECON 1,1856,GILL H S,11.0,6.0,11.0,5.0,8.0,0.0,0.0,1.0,0.0,6.0,48
Philosophy and Social Science,ECON,ECON 1,1857,GILL H S,5.0,4.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,32
Philosophy and Social Science,ECON,ECON 1,1858,KESKINEL M,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47
Philosophy and Social Science,ECON,ECON 1,1859,SU B C,28.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,46
Philosophy and Social Science,ECON,ECON 1,1860,SU B C,21.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,43
Philosophy and Social Science,ECON,ECON 1,1861,GILL H S,10.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,36
Philosophy and Social Science,ECON,ECON 1,1862,BROWN B C,18.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,42
Philosophy and Social Science,ECON,ECON 1,1863,BROWN B C,20.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,45
Philosophy and Social Science,ECON,ECON 1,3499,URRUTIA A Q,8.0,2.0,9.0,5.0,11.0,0.0,0.0,0.0,0.0,9.0,44
Philosophy and Social Science,ECON,ECON 1,3500,URRUTIA A Q,4.0,5.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,10.0,44
Philosophy and Social Science,ECON,ECON 1,3503,BATTISTA C,10.0,13.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,43
Philosophy and Social Science,ECON,ECON 1,3504,LEE SAM,11.0,9.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,44
Philosophy and Social Science,ECON,ECON 1,3612,LEE SAM,9.0,4.0,6.0,6.0,12.0,0.0,1.0,0.0,0.0,13.0,51
Philosophy and Social Science,ECON,ECON 1,4147,CARTER T D,57.0,10.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,81
Philosophy and Social Science,ECON,ECON 1,4507,URRUTIA A Q,6.0,4.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,15.0,42
Philosophy and Social Science,ECON,ECON 1,4520,SAXTON J,11.0,6.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,40
Philosophy and Social Science,ECON,ECON 2,1864,BATTISTA C,6.0,4.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,17.0,41
Philosophy and Social Science,ECON,ECON 2,1865,TERZYAN A,15.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,29
Philosophy and Social Science,ECON,ECON 2,1866,GILL H S,8.0,10.0,14.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,44
Philosophy and Social Science,ECON,ECON 2,1867,GARCIA C P,8.0,9.0,11.0,4.0,13.0,0.0,0.0,0.0,0.0,3.0,48
Philosophy and Social Science,ECON,ECON 2,1868,GILL H S,22.0,25.0,29.0,16.0,15.0,0.0,0.0,0.0,0.0,11.0,118
Philosophy and Social Science,ECON,ECON 2,1869,BATTISTA C,4.0,9.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,10.0,42
Philosophy and Social Science,ECON,ECON 2,1870,BATTISTA C,7.0,3.0,8.0,1.0,10.0,1.0,0.0,0.0,0.0,5.0,35
Philosophy and Social Science,ECON,ECON 2,1871,ABDEL‐RAHMAN A A,13.0,5.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,44
Philosophy and Social Science,ECON,ECON 2,1872,CHAN A K‐C,11.0,21.0,17.0,12.0,7.0,0.0,0.0,0.0,0.0,8.0,76
Philosophy and Social Science,ECON,ECON 2,1874,CHAN A K‐C,8.0,7.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,9.0,48
Philosophy and Social Science,ECON,ECON 2,1875,ABDEL‐RAHMAN A A,16.0,8.0,13.0,5.0,7.0,0.0,0.0,0.0,0.0,16.0,65
Philosophy and Social Science,ECON,ECON 2,1876,BROWN B C,32.0,13.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,53
Philosophy and Social Science,ECON,ECON 2,1877,GARCIA C P,6.0,11.0,5.0,3.0,11.0,1.0,0.0,0.0,0.0,6.0,43
Philosophy and Social Science,ECON,ECON 2,1878,GARCIA C P,11.0,9.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,39
Philosophy and Social Science,ECON,ECON 2,1879,KESKINEL M,33.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43
Philosophy and Social Science,ECON,ECON 2,1880,KESKINEL M,22.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39
Philosophy and Social Science,ECON,ECON 2,1881,SU B C,44.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51
Philosophy and Social Science,ECON,ECON 2,3471,SAXTON J,15.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31
Philosophy and Social Science,ECON,ECON 2,3533,BATTISTA C,7.0,8.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,15.0,43
Philosophy and Social Science,ECON,ECON 2,4148,CARTER T D,46.0,22.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,82
Philosophy and Social Science,ECON,ECON 5,1882,BERMAN DIANNE R,6.0,6.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,27
Philosophy and Social Science,ECON,ECON 5,1883,RABACH E R,5.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,29
Philosophy and Social Science,ECON,ECON 5,1884,RABACH E R,9.0,8.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,30
Philosophy and Social Science,ECON,ECON 15,1885,RABACH E R,9.0,4.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,39
Philosophy and Social Science,ECON,ECON 15,1886,RABACH E R,7.0,10.0,13.0,5.0,6.0,0.0,0.0,1.0,0.0,10.0,52
Philosophy and Social Science,ECON,ECON 15,4149,MOORE D W,11.0,7.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,28
Philosophy and Social Science,ENVRN,ENVRN 20,2233,KATHERINE A L,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19
Philosophy and Social Science,GLOBAL,GLOBAL 5,2445,BERMAN DIANNE R,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Philosophy and Social Science,GLOBAL,GLOBAL 5,2446,RABACH E R,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,18
Philosophy and Social Science,GLOBAL,GLOBAL 5,2447,RABACH E R,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18
Philosophy and Social Science,HIST,HIST 15,2535,RABACH E R,4.0,4.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,29
Philosophy and Social Science,HIST,HIST 15,2536,RABACH E R,6.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,24
Philosophy and Social Science,HIST,HIST 15,4269,MOORE D W,4.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15
Philosophy and Social Science,HIST,HIST 48,2559,FALCONER K L,6.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,6.0,24
Philosophy and Social Science,PHILOS,PHILOS 1,3128,HUFFAKER P,7.0,14.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,13.0,46
Philosophy and Social Science,PHILOS,PHILOS 1,3130,KAUFMAN S M,14.0,7.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,3.0,36
Philosophy and Social Science,PHILOS,PHILOS 1,3131,MOHSEN A M,13.0,11.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,6.0,44
Philosophy and Social Science,PHILOS,PHILOS 1,3132,KATHERINE A L,10.0,15.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,45
Philosophy and Social Science,PHILOS,PHILOS 1,3133,HUFFAKER P,7.0,14.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,10.0,44
Philosophy and Social Science,PHILOS,PHILOS 1,3134,KATHERINE A L,25.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,34
Philosophy and Social Science,PHILOS,PHILOS 1,3135,KLUMPE P A,21.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,46
Philosophy and Social Science,PHILOS,PHILOS 1,3136,KAMLER H F,3.0,19.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,48
Philosophy and Social Science,PHILOS,PHILOS 1,3137,KAMLER H F,8.0,16.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,45
Philosophy and Social Science,PHILOS,PHILOS 1,3138,MOHSEN A M,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24
Philosophy and Social Science,PHILOS,PHILOS 1,3139,KATHERINE A L,22.0,44.0,12.0,5.0,13.0,1.0,0.0,2.0,0.0,32.0,131
Philosophy and Social Science,PHILOS,PHILOS 1,3141,KLUMPE P A,17.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,49
Philosophy and Social Science,PHILOS,PHILOS 1,3143,ORTEGA G R,15.0,7.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,8.0,39
Philosophy and Social Science,PHILOS,PHILOS 1,3144,ORTEGA G R,11.0,9.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,11.0,40
Philosophy and Social Science,PHILOS,PHILOS 1,4407,LLAGUNO M A,11.0,11.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,40
