Department,Subject,Course,Section,Instructor,A,B,C,D,F,IX,NP,P,RD,W,Total
ESL,ESL,ESL 16C,2279,SABRIN S A,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23
ESL,ESL,ESL 16C,2280,NIGHTINGALE M D,0.0,3.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,12.0,28
ESL,ESL,ESL 17,2281,STIVENER M,8.0,9.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,34
ESL,ESL,ESL 20A,2282,ELLIS T L,8.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,32
ESL,ESL,ESL 20A,2283,NIGHTINGALE M D,1.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,25
ESL,ESL,ESL 20B,2284,HARCLERODE J E,12.0,9.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,32
ESL,ESL,ESL 21A,2285,LODMER E L,1.0,4.0,7.0,1.0,2.0,0.0,3.0,16.0,0.0,1.0,35
ESL,ESL,ESL 21A,2286,HARCLERODE J E,2.0,1.0,3.0,0.0,0.0,0.0,2.0,17.0,0.0,1.0,26
ESL,ESL,ESL 21A,2287,KOENIG GOLOMBEK L K,1.0,2.0,7.0,2.0,1.0,0.0,6.0,14.0,0.0,0.0,33
ESL,ESL,ESL 21A,2289,ASHLEIGH S B,0.0,1.0,8.0,2.0,0.0,0.0,2.0,9.0,0.0,3.0,25
ESL,ESL,ESL 21A,2290,JAFFE S R,2.0,4.0,11.0,3.0,2.0,0.0,6.0,7.0,0.0,2.0,37
ESL,ESL,ESL 21A,2292,JAFFE S R,0.0,3.0,9.0,4.0,0.0,0.0,7.0,9.0,0.0,3.0,35
ESL,ESL,ESL 21A,2293,ASHLEIGH S B,0.0,3.0,7.0,2.0,2.0,0.0,1.0,10.0,0.0,0.0,25
ESL,ESL,ESL 21A,2294,IBARAKI A T,0.0,4.0,7.0,2.0,3.0,0.0,4.0,12.0,0.0,2.0,34
ESL,ESL,ESL 21A,2296,HARDACREDECERQU B L,0.0,2.0,5.0,0.0,7.0,0.0,4.0,6.0,0.0,1.0,25
ESL,ESL,ESL 21A,2297,KIM E,0.0,1.0,10.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,25
ESL,ESL,ESL 21A,2298,YENSER S J,1.0,0.0,3.0,1.0,2.0,0.0,6.0,8.0,0.0,5.0,26
ESL,ESL,ESL 21A,2300,ASHLEIGH S B,1.0,1.0,13.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,25
ESL,ESL,ESL 21A,2301,GRAZIADEI K N,2.0,4.0,2.0,3.0,1.0,0.0,3.0,9.0,0.0,1.0,25
ESL,ESL,ESL 21A,2302,JO C J,0.0,3.0,4.0,3.0,3.0,0.0,2.0,7.0,0.0,2.0,24
ESL,ESL,ESL 21A,2303,IBARAKI A T,0.0,4.0,8.0,2.0,1.0,0.0,4.0,9.0,0.0,6.0,34
ESL,ESL,ESL 21A,2305,GRAZIADEI K N,1.0,1.0,1.0,2.0,1.0,0.0,3.0,11.0,0.0,4.0,24
ESL,ESL,ESL 21A,4198,BORGARDT M L,0.0,4.0,2.0,6.0,1.0,1.0,0.0,10.0,0.0,1.0,25
ESL,ESL,ESL 21A,4523,ETTINGER S E,13.0,4.0,1.0,0.0,2.0,0.0,1.0,7.0,0.0,1.0,29
ESL,ESL,ESL 21A,4524,ETTINGER S E,9.0,6.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,28
ESL,ESL,ESL 21B,2307,LODMER E L,1.0,2.0,3.0,1.0,0.0,0.0,5.0,19.0,0.0,1.0,32
ESL,ESL,ESL 21B,2308,COMBS J B,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,2.0,22
ESL,ESL,ESL 21B,2309,KOENIG GOLOMBEK L K,0.0,4.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,21
ESL,ESL,ESL 21B,2312,LEVEQUE V F,1.0,3.0,8.0,4.0,0.0,0.0,4.0,3.0,0.0,2.0,25
ESL,ESL,ESL 21B,2313,CHRISTY A,2.0,6.0,4.0,0.0,1.0,0.0,1.0,11.0,0.0,1.0,26
ESL,ESL,ESL 21B,2314,JO C J,0.0,4.0,4.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,22
ESL,ESL,ESL 21B,2315,TRACEY M P,2.0,0.0,3.0,1.0,0.0,0.0,5.0,14.0,0.0,0.0,25
ESL,ESL,ESL 21B,2316,KUNIMOTO T A,0.0,4.0,4.0,2.0,0.0,0.0,2.0,13.0,0.0,2.0,27
ESL,ESL,ESL 21B,2317,MORGAN J S,0.0,2.0,7.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,25
ESL,ESL,ESL 21B,2318,TRACEY M P,0.0,1.0,2.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,24
ESL,ESL,ESL 21B,2319,HOLMES W J,2.0,3.0,5.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,25
ESL,ESL,ESL 21B,4199,TRACEY M P,2.0,4.0,4.0,1.0,0.0,0.0,3.0,10.0,0.0,1.0,25
ESL,ESL,ESL 23,2320,GRAZIADEI K N,6.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19
ESL,ESL,ESL 28,2321,IBARAKI A T,5.0,6.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,26
Health Science,HEALTH,HEALTH 61,2488,REES D M,14.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,9.0,31
Health Science,NURSNG,NURSNG 10,3032,ANGEL V M,0.0,11.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,34
Health Science,NURSNG,NURSNG 10L,3033,PENAFLORIDA D D,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,10
Health Science,NURSNG,NURSNG 10L,3034,MAYORGA A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,8
Health Science,NURSNG,NURSNG 10L,3035,ISLAS V I,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 10L,3036,SMITH D L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 15,3037,KHOJA A M,3.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Health Science,NURSNG,NURSNG 15L,3038,ISLAS V I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 15L,3039,KHOJA A M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 15L,3040,THIERCOF H A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 15L,3041,KHOJA A M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6
Health Science,NURSNG,NURSNG 16,3042,THIERCOF H A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18
Health Science,NURSNG,NURSNG 17,3043,FRIEDMAN M H,8.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,33
Health Science,NURSNG,NURSNG 17,3044,FRIEDMAN M H,4.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,19
Health Science,NURSNG,NURSNG 20,3045,THIERCOF H A,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26
Health Science,NURSNG,NURSNG 20L,3046,THIERCOF H A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 20L,3047,KHOJA A M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 20L,3048,ANGEL V M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,9
Health Science,NURSNG,NURSNG 25,3050,MACARAEG A R,5.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Health Science,NURSNG,NURSNG 25L,3051,THOMPSON ANDREA J C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5
Health Science,NURSNG,NURSNG 25L,3052,THOMPSON ANDREA J C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4
Health Science,NURSNG,NURSNG 25L,3053,STOVALL K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5
Health Science,NURSNG,NURSNG 25L,3054,GITTLESON G L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6
Health Science,NURSNG,NURSNG 25L,3055,RISINGER L A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5
Health Science,NURSNG,NURSNG 28,3058,SHORT A D,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Health Science,NURSNG,NURSNG 30,3059,SHORT A D,2.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31
Health Science,NURSNG,NURSNG 30L,3060,WILLIAMS E J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 30L,3061,SHORT A D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 30L,3062,GODAWA K S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,8
Health Science,NURSNG,NURSNG 30L,3551,GALARAGA E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 35,3063,ANGEL V M,0.0,11.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,30
Health Science,NURSNG,NURSNG 35L,3064,ADLER E,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 35L,3065,VALCIN F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 35L,3066,BREGMAN M A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7
Health Science,NURSNG,NURSNG 35L,3616,ANGEL V M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 36,3067,LOPEZ G M,4.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,29
Health Science,NURSNG,NURSNG 36,3068,LOPEZ G M,6.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,31
Health Science,NURSNG,NURSNG 40,3069,ADLER E,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Health Science,NURSNG,NURSNG 40,3070,ADLER E,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 40L,3071,ESTRELLA D J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 40L,3073,SCARLET A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,10
Health Science,NURSNG,NURSNG 40L,3074,SCARLET A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,11
Health Science,NURSNG,NURSNG 45,3075,VALCIN F,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 45,3076,VALCIN F,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Health Science,NURSNG,NURSNG 45L,3077,VALCIN F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8
Health Science,NURSNG,NURSNG 45L,3078,VALCIN F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 45L,3079,SMITH D L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9
Health Science,NURSNG,NURSNG 50,3081,WILLIAMS E J,10.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Health Science,NURSNG,NURSNG 50L,3082,WILLIAMS E J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15
Health Science,NURSNG,NURSNG 50L,3083,SHORT A D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10
Health Science,RES TH,RES TH 1,3349,SANTANA S A,6.0,4.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,25
Health Science,RES TH,RES TH 60,3350,SANTANA S A,0.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,15
History,ENVRN,ENVRN 32,2234,FOUSER D C,8.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,26
History,HIST,HIST 1,2489,BENNETT H M,21.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28
History,HIST,HIST 1,2490,BENNETT H M,13.0,11.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,51
History,HIST,HIST 1,2491,KENT M L,27.0,11.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,53
History,HIST,HIST 1,2492,THOMASSON B A,7.0,12.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,44
History,HIST,HIST 1,2493,STILES C L,18.0,8.0,10.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,46
History,HIST,HIST 1,2494,STILES C L,10.0,11.0,3.0,2.0,4.0,0.0,0.0,3.0,0.0,7.0,40
History,HIST,HIST 1,2495,BYRNE D,11.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,26
History,HIST,HIST 1,4263,STILES C L,14.0,14.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,5.0,44
History,HIST,HIST 2,2496,MANOFF R J,7.0,10.0,15.0,0.0,4.0,1.0,0.0,1.0,0.0,7.0,45
History,HIST,HIST 2,2497,BYRNE D,9.0,15.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,41
History,HIST,HIST 2,2498,BENNETT H M,9.0,8.0,10.0,2.0,10.0,0.0,0.0,1.0,0.0,2.0,42
History,HIST,HIST 2,2499,KERZE M,7.0,11.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,47
History,HIST,HIST 2,2500,BENNETT H M,13.0,10.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,37
History,HIST,HIST 2,2501,KENT M L,49.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,64
History,HIST,HIST 2,2502,VERLET M C,3.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,27
History,HIST,HIST 2,2503,VERLET M C,3.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,28
History,HIST,HIST 5,2504,REILLY B J,6.0,5.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,6.0,32
History,HIST,HIST 6,2505,LYNCH S H,7.0,7.0,4.0,1.0,8.0,1.0,0.0,0.0,0.0,7.0,35
History,HIST,HIST 10,2506,KAWAGUCHI L A,2.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,41
History,HIST,HIST 10,2507,KAWAGUCHI L A,4.0,3.0,13.0,2.0,4.0,0.0,0.0,0.0,0.0,21.0,47
History,HIST,HIST 10,2508,AMERIAN‐DONNELL S M,8.0,18.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,44
History,HIST,HIST 10,2509,KAWAGUCHI L A,3.0,5.0,4.0,5.0,10.0,1.0,0.0,1.0,0.0,21.0,50
History,HIST,HIST 10,2510,AMERIAN‐DONNELL S M,9.0,16.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,45
History,HIST,HIST 10,2511,HARRIS J L,15.0,14.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,47
History,HIST,HIST 10,2512,KAWAGUCHI L A,2.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,19.0,40
History,HIST,HIST 10,4265,HARRIS CA A,22.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,41
History,HIST,HIST 10,4266,SLAUGHTER M A,6.0,19.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,42
History,HIST,HIST 11,2513,MORENO M,4.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,13.0,41
History,HIST,HIST 11,2514,KEVILLE T J,35.0,6.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,54
History,HIST,HIST 11,2515,MORENO M,6.0,14.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,39
History,HIST,HIST 11,2516,WILKINSON JR E C,5.0,22.0,10.0,0.0,1.0,4.0,0.0,1.0,0.0,5.0,48
History,HIST,HIST 11,2517,STILES C L,23.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,39
History,HIST,HIST 11,2518,CRUZ J S,17.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,31
History,HIST,HIST 11,2519,CRUZ J S,6.0,8.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,37
History,HIST,HIST 11,2520,BORGHEI S C,15.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,33
History,HIST,HIST 11,4267,STILES C L,17.0,12.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,43
History,HIST,HIST 12,2521,CHI J S,2.0,9.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,5.0,28
History,HIST,HIST 12,2522,MORENO M,6.0,11.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,39
History,HIST,HIST 12,2523,CHI J S,4.0,14.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,7.0,44
History,HIST,HIST 12,2524,KEVILLE T J,46.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
History,HIST,HIST 12,2525,MORENO M,16.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,40
History,HIST,HIST 12,2526,CHI J S,9.0,18.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,40
History,HIST,HIST 12,2527,MANOFF R J,8.0,14.0,14.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,47
History,HIST,HIST 12,2528,AMERIAN‐DONNELL S M,8.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,42
History,HIST,HIST 12,2529,AMERIAN‐DONNELL S M,19.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26
History,HIST,HIST 12,2530,MCMILLEN R,11.0,12.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,38
History,HIST,HIST 12,4268,BOLELLI D,6.0,19.0,12.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,49
History,HIST,HIST 13,2531,WILKINSON JR E C,17.0,17.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,43
History,HIST,HIST 13,2532,MCMILLEN R,10.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,30
History,HIST,HIST 14,2533,BORGHEI S C,5.0,11.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,11.0,44
History,HIST,HIST 14,2534,KAWAGUCHI L A,3.0,5.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,19.0,44
History,HIST,HIST 16,2537,CLAYBORNE D,13.0,6.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,8.0,38
History,HIST,HIST 16,2538,MCMILLEN R,11.0,8.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,39
History,HIST,HIST 20,2540,WILKINSON JR E C,8.0,17.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,8.0,42
History,HIST,HIST 20,2541,VANBENSCHOTEN W D,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,22
History,HIST,HIST 22,2542,DENIZEAU V,8.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,30
History,HIST,HIST 24,2543,REILLY B J,9.0,7.0,6.0,4.0,6.0,0.0,1.0,0.0,0.0,5.0,38
History,HIST,HIST 28,2544,BENNETT H M,18.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,42
History,HIST,HIST 32,2545,FOUSER D C,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23
History,HIST,HIST 33,2546,REILLY B J,4.0,6.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,7.0,42
History,HIST,HIST 33,2548,REILLY B J,8.0,1.0,3.0,2.0,16.0,0.0,0.0,0.0,0.0,10.0,40
History,HIST,HIST 33,2549,VANBENSCHOTEN W D,9.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,33
History,HIST,HIST 33,4270,REILLY B J,4.0,8.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,5.0,31
History,HIST,HIST 34,2551,FOUSER D C,14.0,9.0,7.0,1.0,10.0,1.0,0.0,0.0,0.0,2.0,44
History,HIST,HIST 34,2552,MAYNC T M,6.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,37
History,HIST,HIST 34,2553,GARCIA R M,14.0,10.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,40
History,HIST,HIST 34,2554,VANBENSCHOTEN W D,11.0,6.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,31
History,HIST,HIST 38,2555,CLAYBORNE D,18.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,41
History,HIST,HIST 41,2556,BOLELLI D,6.0,11.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,40
History,HIST,HIST 43,2557,MORENO M,6.0,8.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,38
History,HIST,HIST 47,2558,CHI J S,2.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,15
History,HIST,HIST 52,2560,AMERIAN‐DONNELL S M,11.0,11.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,38
History,HIST,HIST 53,2561,BOLELLI D,12.0,10.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,47
History,HIST,HIST 53,2562,KERZE M,9.0,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,34
History,HIST,HIST 55,2563,KERZE M,6.0,4.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,17.0,36
History,HIST,HIST 62,2564,CHI J S,5.0,18.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,34
Athletics and Kinesiology,HEALTH,HEALTH 10,2482,STRONG L M,9.0,11.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,45
Athletics and Kinesiology,HEALTH,HEALTH 10,2483,STRONG L M,5.0,16.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,47
Athletics and Kinesiology,HEALTH,HEALTH 10,2484,CHAVEZ E C,4.0,12.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,45
Athletics and Kinesiology,HEALTH,HEALTH 10,2485,METZLER K A,11.0,13.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,47
Athletics and Kinesiology,HEALTH,HEALTH 10,2486,CHAVEZ E C,25.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,40
Athletics and Kinesiology,HEALTH,HEALTH 10,2487,HANK M E,15.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,34
Athletics and Kinesiology,HEALTH,HEALTH 10,3578,HANK M E,10.0,5.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,4.0,28
Athletics and Kinesiology,KIN PE,KIN PE 2,3512,HEROLD M J,27.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31
Athletics and Kinesiology,KIN PE,KIN PE 3,2618,METZLER K A,2.0,8.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,28
Athletics and Kinesiology,KIN PE,KIN PE 3,2620,METZLER K A,4.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,23
Athletics and Kinesiology,KIN PE,KIN PE 4,2621,AURA J,17.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,38
Athletics and Kinesiology,KIN PE,KIN PE 5A,2622,KALAFER F,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
Athletics and Kinesiology,KIN PE,KIN PE 5B,4284,DUMITRIU E,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
Athletics and Kinesiology,KIN PE,KIN PE 5C,4285,DUMITRIU E,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
Athletics and Kinesiology,KIN PE,KIN PE 9A,2623,BARNETT R T,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,35
Athletics and Kinesiology,KIN PE,KIN PE 9B,2624,COOPER A G,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25
Athletics and Kinesiology,KIN PE,KIN PE 9C,2625,ROYAL S A,22.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,33
Athletics and Kinesiology,KIN PE,KIN PE 10,2626,SEYMOUR P S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37
Athletics and Kinesiology,KIN PE,KIN PE 10,2627,OCAMPO J M,24.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,34
Athletics and Kinesiology,KIN PE,KIN PE 10,2628,BARNETT R T,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,45
Athletics and Kinesiology,KIN PE,KIN PE 10,2629,GEE M J,25.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,40
Athletics and Kinesiology,KIN PE,KIN PE 10,2630,O'FALLON D R,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,39
Athletics and Kinesiology,KIN PE,KIN PE 10C,2631,OCAMPO J M,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23
Athletics and Kinesiology,KIN PE,KIN PE 10C,2632,MOSICH N W,19.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27
Athletics and Kinesiology,KIN PE,KIN PE 10C,2633,MOSICH N W,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21
Athletics and Kinesiology,KIN PE,KIN PE 11A,2634,BARNETT R T,15.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,33
Athletics and Kinesiology,KIN PE,KIN PE 11A,2635,SHICKMAN T D,25.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,37
Athletics and Kinesiology,KIN PE,KIN PE 11A,4286,ANKENY K L,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26
Athletics and Kinesiology,KIN PE,KIN PE 11B,2636,SEYMOUR P S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20
Athletics and Kinesiology,KIN PE,KIN PE 11B,2637,BARNETT R T,11.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,21
