Department,Subject,Course,Section,Instructor,A,B,C,D,F,NP,P,IX,RD,EW,W,Total
Mathematics,MATH,MATH 54,2952,ODOM L H,9,4,6,1,4,0.0,0.0,0.0,0.0,0.0,12,36
Mathematics,MATH,MATH 54,2953,GHARAMANIANS J,4,5,6,2,9,1,0.0,1,0.0,0.0,15,43
Mathematics,MATH,MATH 54,2954,GRAVES L P,6,9,2,2,5,0.0,0.0,0.0,0.0,0.0,15,39
Mathematics,MATH,MATH 54,2955,HUANG C Y,23,6,7,0.0,7,0.0,0.0,0.0,0.0,0.0,6,49
Mathematics,MATH,MATH 54,2956,FOREMAN N J,1,1,13,6,3,0.0,0.0,0.0,0.0,0.0,12,36
Mathematics,MATH,MATH 54,2957,HANCOCK M D,3,3,7,0.0,4,0.0,0.0,1,0.0,0.0,14,32
Mathematics,MATH,MATH 54,2958,VENDLINSKI T P,3,6,5,2,13,0.0,0.0,0.0,0.0,0.0,4,33
Mathematics,MATH,MATH 54,2959,SIMO A L,7,7,10,2,2,0.0,0.0,0.0,0.0,0.0,11,39
Mathematics,MATH,MATH 54,2960,VENDLINSKI T P,15,3,3,3,0.0,0.0,0.0,1,0.0,0.0,0.0,25
Mathematics,MATH,MATH 54,2961,BASKAUSKAS V A,0.0,8,6,2,8,0.0,0.0,0.0,0.0,0.0,9,33
Mathematics,MATH,MATH 54,2962,CHAU E,4,3,5,5,7,0.0,0.0,0.0,0.0,0.0,13,37
Mathematics,MATH,MATH 54,2963,YANKEY K A,5,8,10,5,1,0.0,1,3,0.0,0.0,10,43
Mathematics,MATH,MATH 54,2964,DEAN C R,18,7,3,1,1,0.0,1,0.0,0.0,0.0,3,34
Mathematics,MATH,MATH 54,2965,ESMAEILI AK,10,12,13,2,3,0.0,1,0.0,0.0,0.0,3,44
Mathematics,MATH,MATH 54,2966,RAHMANI S,19,13,5,2,2,0.0,0.0,0.0,0.0,0.0,4,45
Mathematics,MATH,MATH 54,2967,LOPEZ J E,6,3,4,7,1,0.0,1,0.0,0.0,0.0,13,35
Mathematics,MATH,MATH 54,2968,PETIKYAN G,12,3,12,2,3,0.0,0.0,0.0,0.0,0.0,7,39
Mathematics,MATH,MATH 54,2969,YEE D K,5,1,5,6,8,0.0,0.0,0.0,0.0,0.0,8,33
Mathematics,MATH,MATH 54,2970,MARTINEZ M G,15,3,2,0.0,1,0.0,0.0,1,0.0,0.0,2,24
Mathematics,MATH,MATH 54,2971,ESMAEILI AK,6,23,12,1,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Mathematics,MATH,MATH 54,2972,DABAGH SA M,9,6,11,2,6,0.0,2,1,0.0,0.0,6,43
Mathematics,MATH,MATH 54,2973,HE F Y,1,3,0.0,1,5,1,0.0,0.0,0.0,0.0,17,28
Mathematics,MATH,MATH 54,2974,YANKEY K A,5,3,12,5,0.0,0.0,1,0.0,0.0,0.0,8,34
Mathematics,MATH,MATH 54,2975,JAHANGARD E,0.0,0.0,5,3,13,0.0,0.0,0.0,0.0,0.0,9,30
Mathematics,MATH,MATH 54,2976,BASKAUSKAS V A,8,15,4,0.0,3,0.0,1,0.0,0.0,0.0,5,36
Mathematics,MATH,MATH 54,2977,EDINGER G C,7,6,5,3,7,0.0,0.0,0.0,0.0,0.0,10,38
Mathematics,MATH,MATH 54,2978,FOSTER M,2,1,5,1,7,0.0,0.0,0.0,0.0,0.0,16,32
Mathematics,MATH,MATH 54,2979,HANCOCK M D,5,6,1,0.0,4,0.0,1,0.0,0.0,0.0,16,33
Mathematics,MATH,MATH 54,2980,NGUYEN D T,7,4,1,1,8,0.0,0.0,0.0,0.0,0.0,17,38
Mathematics,MATH,MATH 54,3734,DEAN C R,17,7,4,7,2,0.0,0.0,0.0,0.0,0.0,5,42
Mathematics,MATH,MATH 54,3754,NGUYEN D T,4,2,0.0,5,10,0.0,1,0.0,0.0,0.0,8,30
Mathematics,MATH,MATH 54,4270,PACHAS-FLORES W,1,2,2,0.0,6,0.0,0.0,0.0,0.0,0.0,18,29
Mathematics,MATH,MATH 54,4271,DABAGH SA M,7,3,5,4,11,0.0,0.0,0.0,0.0,0.0,5,35
Mathematics,MATH,MATH 54,4272,MAN S,8,12,7,3,3,0.0,0.0,0.0,0.0,0.0,11,44
Mathematics,MATH,MATH 54,4273,SASO M,4,4,5,2,3,0.0,1,0.0,0.0,0.0,18,37
Mathematics,MATH,MATH 54,4274,PETIKYAN G,7,13,10,0.0,3,0.0,0.0,0.0,0.0,0.0,5,38
Mathematics,MATH,MATH 54,4275,MARTINEZ M G,9,6,2,2,2,0.0,0.0,0.0,0.0,0.0,9,30
Mathematics,MATH,MATH 54,4276,XU M N,2,3,3,1,4,0.0,0.0,0.0,0.0,0.0,14,27
Mathematics,MATH,MATH 54,4277,LOPEZ J E,12,11,10,7,2,0.0,0.0,0.0,0.0,0.0,3,45
Mathematics,MATH,MATH 54,4278,PACHAS-FLORES W,7,4,0.0,0.0,9,2,0.0,0.0,0.0,0.0,18,40
Mathematics,MATH,MATH 54,4279,MARDIROSIAN R,26,6,1,3,2,0.0,0.0,0.0,0.0,0.0,3,41
Mathematics,MATH,MATH 54,4280,PEREZ R E,25,3,1,0.0,2,0.0,0.0,0.0,0.0,0.0,4,35
Mathematics,MATH,MATH 54,4281,GROGAN J,6,8,3,4,3,0.0,0.0,0.0,0.0,0.0,17,41
Mathematics,MATH,MATH 54,4282,JAHANGARD E,2,4,2,1,6,1,0.0,0.0,0.0,0.0,20,36
Mathematics,MATH,MATH 54,4283,MARDIROSIAN R,32,4,3,2,1,0.0,0.0,0.0,0.0,0.0,3,45
Mathematics,MATH,MATH 54,4284,SMITH S P,6,5,7,2,6,1,1,0.0,0.0,0.0,7,35
Mathematics,MATH,MATH 54,4285,SASO M,6,6,5,6,3,0.0,0.0,0.0,0.0,0.0,12,38
Mathematics,MATH,MATH 54C,2981,EDINGER G C,0.0,0.0,0.0,0.0,0.0,9,14,0.0,0.0,0.0,12,35
Mathematics,MATH,MATH 54C,2982,CHAU E,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.0,0.0,8,21
Mathematics,MATH,MATH 54C,2983,MCGRAW C K,0.0,0.0,0.0,0.0,0.0,10,14,3,0.0,1,3,31
Mathematics,MATH,MATH 54C,2984,RAHMANI S,0.0,0.0,0.0,0.0,0.0,13,17,0.0,0.0,0.0,6,36
Mathematics,MATH,MATH 54C,2985,BAYSSA B T,0.0,0.0,0.0,0.0,0.0,5,21,1,0.0,0.0,5,32
Mathematics,MATH,MATH 54C,2986,FOSTER M,0.0,0.0,0.0,0.0,0.0,10,14,0.0,0.0,0.0,10,34
Mathematics,MATH,MATH 54C,2987,ODOM L H,0.0,0.0,0.0,0.0,0.0,5,19,0.0,0.0,0.0,12,36
Mathematics,MATH,MATH 54C,2988,FOREMAN N J,0.0,0.0,0.0,0.0,0.0,9,15,0.0,0.0,0.0,12,36
Mathematics,MATH,MATH 54C,2989,HANCOCK M D,0.0,0.0,0.0,0.0,0.0,4,13,1,0.0,0.0,14,32
Mathematics,MATH,MATH 54C,2990,VENDLINSKI T P,0.0,0.0,0.0,0.0,0.0,15,14,0.0,0.0,0.0,4,33
Mathematics,MATH,MATH 54C,2991,BASKAUSKAS V A,0.0,0.0,0.0,0.0,0.0,10,14,0.0,0.0,0.0,9,33
Mathematics,MATH,MATH 54C,2992,DEAN C R,0.0,0.0,0.0,0.0,0.0,2,29,0.0,0.0,0.0,3,34
Mathematics,MATH,MATH 54C,2993,LOPEZ J E,0.0,0.0,0.0,0.0,0.0,8,14,0.0,0.0,0.0,13,35
Mathematics,MATH,MATH 54C,2994,HE F Y,0.0,0.0,0.0,0.0,0.0,7,4,0.0,0.0,0.0,17,28
Mathematics,MATH,MATH 54C,4286,YEE D K,0.0,0.0,0.0,0.0,0.0,14,11,0.0,0.0,0.0,8,33
Mathematics,MATH,MATH 54C,4287,YANKEY K A,1,0.0,0.0,0.0,0.0,5,20,0.0,0.0,0.0,8,34
Mathematics,MATH,MATH 54C,4288,JAHANGARD E,0.0,0.0,0.0,0.0,0.0,16,5,0.0,0.0,0.0,9,30
Mathematics,MATH,MATH 54C,4289,PACHAS-FLORES W,0.0,0.0,0.0,0.0,0.0,6,5,0.0,0.0,0.0,18,29
Mathematics,MATH,MATH 54C,4290,DABAGH SA M,0.0,0.0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,5,35
Mathematics,MATH,MATH 54C,4291,MARTINEZ M G,0.0,0.0,0.0,0.0,0.0,4,17,0.0,0.0,0.0,9,30
Mathematics,MATH,MATH 54C,4292,XU M N,0.0,0.0,0.0,0.0,0.0,5,8,0.0,0.0,0.0,14,27
Mathematics,MATH,MATH 54C,4293,PEREZ R E,0.0,0.0,0.0,0.0,0.0,2,29,0.0,0.0,0.0,4,35
Modern Languages and Culture,ARABIC,ARABIC 1,4023,BEZRATI S,21,1,3,1,4,0.0,0.0,0.0,0.0,0.0,3,33
Modern Languages and Culture,ASL,ASL 1,1236,COLE B M,16,2,2,1,0.0,0.0,0.0,3,0.0,0.0,6,30
Modern Languages and Culture,ASL,ASL 1,1237,DANA M,19,7,3,0.0,3,0.0,0.0,0.0,0.0,0.0,2,34
Modern Languages and Culture,ASL,ASL 2,1238,DANA M,13,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30
Modern Languages and Culture,CHNESE,CHNESE 1,1469,LI G,3,2,5,1,5,1,1,0.0,0.0,0.0,9,27
Modern Languages and Culture,CHNESE,CHNESE 1,1470,YU X,13,3,3,3,2,1,1,0.0,0.0,0.0,5,31
Modern Languages and Culture,CHNESE,CHNESE 2,4069,YU X,11,7,2,2,5,0.0,1,0.0,0.0,0.0,6,34
Modern Languages and Culture,FRENCH,FRENCH 1,2463,CHEVANT-AKSOY A,15,9,4,1,1,0.0,0.0,0.0,0.0,0.0,4,34
Modern Languages and Culture,FRENCH,FRENCH 1,2464,GARDNER MA,13,8,2,1,3,0.0,0.0,1,0.0,0.0,5,33
Modern Languages and Culture,FRENCH,FRENCH 1,4187,ISNER-BALL D R,14,9,2,0.0,0.0,0.0,2,0.0,0.0,0.0,6,33
Modern Languages and Culture,FRENCH,FRENCH 2,2465,CHEVANT-AKSOY A,22,4,4,0.0,0.0,0.0,1,0.0,0.0,0.0,1,32
Modern Languages and Culture,FRENCH,FRENCH 2,2466,GARDNER MA,12,6,5,0.0,1,0.0,2,0.0,0.0,0.0,5,31
Modern Languages and Culture,FRENCH,FRENCH 3,2467,CHEVANT-AKSOY A,16,6,3,0.0,0.0,0.0,3,0.0,0.0,0.0,2,30
Modern Languages and Culture,GERMAN,GERMAN 1,2489,TANAKA D J,19,6,1,2,0.0,0.0,2,0.0,0.0,0.0,2,32
Modern Languages and Culture,GERMAN,GERMAN 1,4196,LASHGARI RENSEL,14,1,4,0.0,1,2,0.0,0.0,0.0,0.0,10,32
Modern Languages and Culture,GERMAN,GERMAN 4,4396,LASHGARI RENSEL,12,4,2,0.0,2,0.0,1,0.0,0.0,0.0,1,22
Modern Languages and Culture,HEBREW,HEBREW 1,4210,ZWANG-WEISSMAN,23,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,30
Modern Languages and Culture,ITAL,ITAL 1,2629,KEMITCH F A,21,4,2,0.0,1,0.0,0.0,0.0,0.0,0.0,7,35
Modern Languages and Culture,ITAL,ITAL 1,2630,LORENZI P,10,1,3,3,8,0.0,0.0,0.0,0.0,0.0,8,33
Modern Languages and Culture,JAPAN,JAPAN 1,2633,COMRIE A K,19,3,1,1,6,0.0,0.0,0.0,0.0,0.0,7,37
Modern Languages and Culture,JAPAN,JAPAN 1,2634,MINEKAWA Y,16,5,2,2,2,0.0,0.0,0.0,0.0,0.0,6,33
Modern Languages and Culture,JAPAN,JAPAN 1,2635,HASHIMOTO Y,12,0.0,2,1,13,0.0,0.0,0.0,0.0,0.0,5,33
Modern Languages and Culture,JAPAN,JAPAN 1,2636,MINEKAWA Y,7,7,3,4,5,0.0,0.0,0.0,0.0,0.0,10,36
Modern Languages and Culture,JAPAN,JAPAN 1,2637,KATO N K,10,5,4,4,2,0.0,2,0.0,0.0,0.0,9,36
Modern Languages and Culture,JAPAN,JAPAN 1,2638,JOHNSTON S K,8,6,2,2,8,0.0,0.0,0.0,0.0,0.0,6,32
Modern Languages and Culture,JAPAN,JAPAN 1,4216,KROUPA R A,14,6,4,1,4,1,0.0,0.0,0.0,0.0,4,34
Modern Languages and Culture,JAPAN,JAPAN 2,2639,TSUBOI Y,13,5,3,0.0,2,0.0,0.0,0.0,0.0,0.0,4,27
Modern Languages and Culture,JAPAN,JAPAN 2,2640,TSUBOI Y,23,2,2,0.0,2,0.0,0.0,0.0,0.0,0.0,2,31
Modern Languages and Culture,JAPAN,JAPAN 2,4217,TAKEMORI K,14,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,19
Modern Languages and Culture,JAPAN,JAPAN 3,2641,TSUBOI Y,17,8,2,0.0,0.0,0.0,1,0.0,0.0,0.0,4,32
Modern Languages and Culture,JAPAN,JAPAN 8,2642,TSUBOI Y,23,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,27
Modern Languages and Culture,JAPAN,JAPAN 9,2643,MINEKAWA Y,38,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,43
Modern Languages and Culture,JAPAN,JAPAN 9,2644,MINEKAWA Y,38,6,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,47
Modern Languages and Culture,KOREAN,KOREAN 1,2778,LEE J M,16,5,3,1,2,2,0.0,0.0,0.0,0.0,8,37
Modern Languages and Culture,KOREAN,KOREAN 1,2779,CHA J,24,6,3,3,1,1,1,0.0,0.0,0.0,1,40
Modern Languages and Culture,KOREAN,KOREAN 2,2780,CHA J,21,7,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1,35
Modern Languages and Culture,KOREAN,KOREAN 3,4229,CHA J,18,6,1,3,0.0,0.0,1,0.0,0.0,0.0,1,30
Modern Languages and Culture,LING,LING 1,2785,THOMAS JA,12,12,4,2,2,0.0,0.0,0.0,0.0,0.0,8,40
Modern Languages and Culture,LING,LING 1,2786,THOMAS JA,10,9,5,2,0.0,0.0,0.0,0.0,0.0,0.0,15,41
Modern Languages and Culture,LING,LING 1,2787,THOMAS JA,14,10,3,1,5,1,0.0,0.0,0.0,0.0,9,43
Modern Languages and Culture,LING,LING 1,2788,THOMAS JA,16,1,3,2,2,0.0,1,0.0,0.0,0.0,18,43
Modern Languages and Culture,LING,LING 1,2789,THOMAS JA,21,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,42
Modern Languages and Culture,PERSIN,PERSIN 1,3206,POURZANGI B,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32
Modern Languages and Culture,RUSS,RUSS 1,4375,BAUCKUS S J,24,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,7,37
Modern Languages and Culture,SPAN,SPAN 1,3479,ERICKSON M P,7,6,4,5,2,1,0.0,0.0,0.0,0.0,8,33
Modern Languages and Culture,SPAN,SPAN 1,3480,MIZUKI A H,10,5,4,0.0,1,0.0,0.0,0.0,0.0,0.0,7,27
Modern Languages and Culture,SPAN,SPAN 1,3481,ERICKSON M P,16,6,4,2,1,0.0,0.0,0.0,0.0,0.0,5,34
Modern Languages and Culture,SPAN,SPAN 1,3482,ERICKSON M P,11,8,2,2,5,0.0,1,0.0,0.0,0.0,5,34
Modern Languages and Culture,SPAN,SPAN 1,3483,KATO N K,15,8,3,0.0,1,1,2,0.0,0.0,0.0,5,35
Modern Languages and Culture,SPAN,SPAN 1,4377,MIZUKI A H,8,3,2,1,1,0.0,0.0,0.0,0.0,0.0,12,27
Modern Languages and Culture,SPAN,SPAN 2,3484,ZARATE S,4,9,5,1,2,0.0,0.0,0.0,0.0,0.0,2,23
Modern Languages and Culture,SPAN,SPAN 2,3485,CANDELARIA C,8,6,2,1,0.0,0.0,1,1,0.0,0.0,11,30
Modern Languages and Culture,SPAN,SPAN 2,4378,ZARATE S,6,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,3,16
Modern Languages and Culture,SPAN,SPAN 2,4379,NDOLEY M N,12,6,3,0.0,1,1,1,0.0,0.0,0.0,7,31
Modern Languages and Culture,SPAN,SPAN 3,3486,LEE CHAN A,14,8,5,1,0.0,0.0,2,0.0,0.0,0.0,3,33
Modern Languages and Culture,SPAN,SPAN 4,3487,MELENDEZ-BALLES,16,9,0.0,0.0,1,0.0,1,0.0,0.0,0.0,3,30
Modern Languages and Culture,SPAN,SPAN 11,3488,LEE CHAN A,5,6,9,3,4,1,0.0,1,0.0,0.0,2,31
Modern Languages and Culture,SPAN,SPAN 11,3489,AREVALO L H,4,6,6,2,6,0.0,0.0,0.0,0.0,0.0,6,30
Modern Languages and Culture,SPAN,SPAN 12,3490,LEE CHAN A,6,3,6,1,7,0.0,1,0.0,0.0,0.0,3,27
Modern Languages and Culture,SPAN,SPAN 20,3491,AREVALO L H,11,1,5,0.0,3,0.0,0.0,0.0,0.0,0.0,9,29
Music,MUSIC,MUSIC 1,3050,GLIADKOVSKAYA E,15,3,6,0.0,7,0.0,0.0,0.0,0.0,0.0,9,40
Music,MUSIC,MUSIC 1,3051,BERGMAN J F,6,6,2,1,4,0.0,1,2,0.0,0.0,12,34
Music,MUSIC,MUSIC 1,3052,BERGMAN J F,15,4,1,3,3,1,0.0,0.0,0.0,0.0,11,38
Music,MUSIC,MUSIC 1,3053,TAKESUE S A,16,5,1,10,4,0.0,0.0,0.0,0.0,0.0,4,40
Music,MUSIC,MUSIC 1,3054,BERGMAN J F,17,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,24
Music,MUSIC,MUSIC 1,3055,CHEESMAN J M,10,6,8,3,0.0,0.0,0.0,0.0,0.0,0.0,5,32
Music,MUSIC,MUSIC 1,3739,STOYANOVICH E J,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
Music,MUSIC,MUSIC 1,4302,GLIADKOVSKAYA E,16,5,2,0.0,6,0.0,1,0.0,0.0,0.0,9,39
Music,MUSIC,MUSIC 2,3056,SELVEY J D,9,1,0.0,1,8,0.0,0.0,0.0,0.0,0.0,3,22
Music,MUSIC,MUSIC 2,3057,SELVEY J D,6,3,1,2,6,0.0,0.0,0.0,0.0,0.0,5,23
Music,MUSIC,MUSIC 3,3058,DRISCOLL B S,7,8,3,2,2,0.0,0.0,0.0,0.0,0.0,5,27
Music,MUSIC,MUSIC 5,3060,AGUIAR J A,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,19
Music,MUSIC,MUSIC 5,3061,AGUIAR J A,9,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4,16
Music,MUSIC,MUSIC 6,3062,CHEESMAN J M,10,3,0.0,4,2,0.0,0.0,0.0,0.0,0.0,2,21
Music,MUSIC,MUSIC 6,3063,CHEESMAN J M,7,3,1,3,2,0.0,0.0,0.0,0.0,0.0,6,22
Music,MUSIC,MUSIC 7,3064,DRISCOLL B S,9,3,4,3,3,0.0,0.0,0.0,0.0,0.0,5,27
Music,MUSIC,MUSIC 29,3066,PILLICH G S,28,5,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,4,44
Music,MUSIC,MUSIC 30,3067,BERGMAN J F,20,5,2,0.0,6,0.0,0.0,1,0.0,0.0,4,38
Music,MUSIC,MUSIC 32,3068,BERGMAN J F,18,8,4,2,6,0.0,0.0,2,0.0,0.0,3,43
Music,MUSIC,MUSIC 32,3069,BERGMAN J F,12,5,6,2,6,1,1,0.0,0.0,0.0,1,34
Music,MUSIC,MUSIC 32,3070,GOODMAN D B,5,9,2,0.0,5,1,0.0,0.0,0.0,0.0,3,25
Music,MUSIC,MUSIC 32,3071,GOODMAN D B,8,8,10,0.0,1,1,0.0,0.0,0.0,0.0,4,32
Music,MUSIC,MUSIC 32,3072,GOODMAN D B,4,6,3,2,3,0.0,2,0.0,0.0,0.0,4,24
Music,MUSIC,MUSIC 32,3073,KOZLOVA YU V,12,7,6,1,4,0.0,0.0,0.0,0.0,0.0,2,32
Music,MUSIC,MUSIC 33,3074,FIDDMONT F K,28,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,30
Music,MUSIC,MUSIC 33,3075,TERRY L,13,6,7,3,2,0.0,0.0,0.0,0.0,0.0,3,34
Music,MUSIC,MUSIC 33,3076,TERRY L,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19
Music,MUSIC,MUSIC 33,3077,FIDDMONT F K,30,3,2,2,0.0,0.0,0.0,3,0.0,0.0,1,41
Music,MUSIC,MUSIC 33,3078,TERRY L,20,6,3,0.0,4,0.0,1,0.0,0.0,0.0,4,38
Music,MUSIC,MUSIC 33,3079,FIDDMONT F K,35,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,38
Music,MUSIC,MUSIC 33,3080,ONEAL K A,38,1,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,42
Music,MUSIC,MUSIC 33,4303,ONEAL K A,32,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,3,41
Music,MUSIC,MUSIC 33,4304,ONEAL K A,35,0.0,2,0.0,1,0.0,2,0.0,0.0,0.0,2,42
Music,MUSIC,MUSIC 36,3081,ZUSMAN S P,30,8,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2,43
Music,MUSIC,MUSIC 36,4305,PARNELL D J,26,3,0.0,1,3,0.0,0.0,0.0,0.0,0.0,6,39
Music,MUSIC,MUSIC 37,3082,ALVISO J R,7,6,8,2,3,0.0,0.0,0.0,0.0,0.0,11,37
Music,MUSIC,MUSIC 40,4395,TREINKMAN M,22,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,25
Music,MUSIC,MUSIC 45,3083,GRAY G L,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Music,MUSIC,MUSIC 50A,3084,PARNELL D J,9,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0.0,2,14
Music,MUSIC,MUSIC 50A,3085,BAGG G,11,2,0.0,0.0,3,1,1,0.0,0.0,0.0,4,22
Music,MUSIC,MUSIC 50A,4306,BAGG G,8,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,12
Music,MUSIC,MUSIC 53,3692,SORENSEN K E,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
Music,MUSIC,MUSIC 53,3740,STOYANOVICH E J,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Music,MUSIC,MUSIC 53,4308,PREPONIS A,15,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,22
Music,MUSIC,MUSIC 55,4309,SELVEY J D,16,3,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,5,25
Music,MUSIC,MUSIC 57,4310,PARNELL D J,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Music,MUSIC,MUSIC 59,3087,SELVEY J D,13,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,16
Music,MUSIC,MUSIC 60A,3090,KOZLOVA YU V,6,3,0.0,1,3,0.0,0.0,0.0,0.0,0.0,2,15
Music,MUSIC,MUSIC 60A,3091,CHOU L,9,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,6,19
Music,MUSIC,MUSIC 60A,3092,CHOU L,15,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,20
Music,MUSIC,MUSIC 60B,3096,CHOU L,12,4,1,0.0,1,1,0.0,2,0.0,0.0,3,24
Music,MUSIC,MUSIC 60B,3098,KOZLOVA YU V,9,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,5,19
Music,MUSIC,MUSIC 60B,4311,KIM J,5,6,2,1,0.0,0.0,1,0.0,0.0,0.0,5,20
Music,MUSIC,MUSIC 60C,4312,KIM J,11,3,1,0.0,2,0.0,0.0,0.0,0.0,0.0,1,18
Music,MUSIC,MUSIC 60D,3101,CHOU L,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Music,MUSIC,MUSIC 60D,4313,KIM J,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Music,MUSIC,MUSIC 61A,3102,CHOU L,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,4
Music,MUSIC,MUSIC 65A,4315,AGUIAR J A,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18
Music,MUSIC,MUSIC 66,3104,TAKESUE S A,4,2,1,0.0,2,0.0,1,1,0.0,0.0,8,19
Music,MUSIC,MUSIC 70A,3105,SANDERSON A,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
Music,MUSIC,MUSIC 70B,3106,SANDERSON A,5,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,7
Music,MUSIC,MUSIC 73A,3107,SMITH ME M,4,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,6
Music,MUSIC,MUSIC 73B,3108,SMITH ME M,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Music,MUSIC,MUSIC 77,4317,MC KEOWN K O,16,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,17
Music,MUSIC,MUSIC 78,3109,WHALEY T L,24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
Music,MUSIC,MUSIC 78,3110,SPANO A P,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,33
Music,MUSIC,MUSIC 78,3741,STOYANOVICH E J,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Music,MUSIC,MUSIC 78,4318,FIDDMONT F K,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18
Music,MUSIC,MUSIC 84A,3112,CHEESMAN J M,12,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,16
Music,MUSIC,MUSIC 84A,3113,HARMON J M,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,14
Music,MUSIC,MUSIC 84A,4319,HARMON J M,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15
Music,MUSIC,MUSIC 84B,4320,CHEESMAN J M,15,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,4,22
Music,MUSIC,MUSIC 84B,4321,HARMON J M,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,15
Music,MUSIC,MUSIC 84C,4323,HARMON J M,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Music,MUSIC,MUSIC 87A,4324,CHEESMAN J M,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14
Music,MUSIC,MUSIC 87B,4325,CHEESMAN J M,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6
Music,MUSIC,MUSIC 88A,3114,DRISCOLL B S,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Music,MUSIC,MUSIC 88B,3115,DRISCOLL B S,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Music,MUSIC,MUSIC 92,3116,CHEESMAN J M,27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,35
Music,MUSIC,MUSIC 94,3117,CHEESMAN J M,14,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,17
