Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,W,EW,Total
Mathematics,MATH,MATH 54,3413,NGUYEN D T,4.0,4.0,0.0,1.0,8.0,0.0,2.0,1.0,1.0,11.0,32
Mathematics,MATH,MATH 54,3419,DABAGH SA M,5.0,10.0,6.0,2.0,18.0,0.0,0.0,0.0,0.0,5.0,46
Mathematics,MATH,MATH 54,3440,EDINGER G C,5.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,8.0,9.0,33
Mathematics,MATH,MATH 54,3443,CARTY B,3.0,0.0,4.0,6.0,7.0,0.0,2.0,0.0,7.0,10.0,39
Mathematics,MATH,MATH 54,3486,HANCOCK M D,9.0,2.0,3.0,1.0,8.0,0.0,1.0,0.0,9.0,9.0,42
Mathematics,MATH,MATH 54,3504,SIMHAN S V,5.0,4.0,1.0,0.0,8.0,0.0,2.0,0.0,5.0,5.0,30
Mathematics,MATH,MATH 54,4161,ESMAEILI AK,1.0,4.0,5.0,9.0,1.0,0.0,0.0,0.0,3.0,3.0,26
Mathematics,MATH,MATH 54,4162,YANKEY K A,3.0,3.0,11.0,7.0,1.0,0.0,0.0,6.0,2.0,2.0,35
Mathematics,MATH,MATH 54,4163,ESMAEILI AK,12.0,10.0,6.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,39
Mathematics,MATH,MATH 54,4164,MARTINEZ M G,5.0,6.0,3.0,0.0,4.0,0.0,1.0,0.0,9.0,4.0,32
Mathematics,MATH,MATH 54,4165,KIM J J,4.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,8.0,2.0,23
Mathematics,MATH,MATH 54,4167,MARDIROSIAN R,20.0,12.0,2.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,47
Mathematics,MATH,MATH 54,4168,HE F Y,15.0,8.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,36
Mathematics,MATH,MATH 54,4169,MARDIROSIAN R,15.0,7.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,3.0,36
Mathematics,MATH,MATH 54C,2725,RAHNAVARD M H,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,5.0,6.0,26
Mathematics,MATH,MATH 54C,2726,ASADYAN A,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,5.0,9.0,36
Mathematics,MATH,MATH 54C,2727,RAHMANI S,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,4.0,1.0,37
Mathematics,MATH,MATH 54C,2728,PHUA N,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,8.0,4.0,32
Mathematics,MATH,MATH 54C,2729,BAYSSA B T,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,4.0,4.0,32
Mathematics,MATH,MATH 54C,2730,FOSTER M,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,7.0,9.0,32
Mathematics,MATH,MATH 54C,2731,FOREMAN N J,0.0,0.0,0.0,0.0,0.0,23.0,7.0,0.0,3.0,3.0,36
Mathematics,MATH,MATH 54C,2732,LOPEZ J E,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,1.0,3.0,36
Mathematics,MATH,MATH 54C,2734,SIMO A L,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,8.0,0.0,33
Mathematics,MATH,MATH 54C,2735,DEAN C R,0.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,1.0,5.0,34
Mathematics,MATH,MATH 54C,2736,SIMO A L,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,8.0,0.0,30
Mathematics,MATH,MATH 54C,2737,GIZAW A,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,8.0,2.0,30
Mathematics,MATH,MATH 54C,2738,HUANG C Y,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,1.0,0.0,36
Mathematics,MATH,MATH 54C,3338,LOPEZ J E,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,5.0,1.0,36
Mathematics,MATH,MATH 54C,3361,DABAGH SA M,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,1.0,5.0,33
Mathematics,MATH,MATH 54C,4170,JAHANGARD E,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,8.0,5.0,25
Mathematics,MATH,MATH 54C,4171,ESMAEILI AK,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,3.0,3.0,26
Mathematics,MATH,MATH 54C,4172,YANKEY K A,0.0,0.0,0.0,0.0,0.0,17.0,8.0,6.0,2.0,2.0,35
Mathematics,MATH,MATH 54C,4173,MARTINEZ M G,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,9.0,4.0,32
Mathematics,MATH,MATH 54C,4174,KIM J J,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,8.0,2.0,23
Modern Languages and Culture,ARABIC,ARABIC 1,1161,BEZRATI S,12.0,4.0,0.0,2.0,5.0,1.0,0.0,0.0,5.0,4.0,33
Modern Languages and Culture,ASL,ASL 1,1250,COLE B M,19.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,31
Modern Languages and Culture,ASL,ASL 1,4238,DANA M,9.0,10.0,7.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,35
Modern Languages and Culture,ASL,ASL 2,4026,DANA M,7.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,23
Modern Languages and Culture,CHNESE,CHNESE 2,4055,LU-RUNYAN H L,17.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,26
Modern Languages and Culture,FRENCH,FRENCH 1,2330,GARDNER MA,10.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,8.0,5.0,29
Modern Languages and Culture,FRENCH,FRENCH 1,2331,CHEVANT-AKSOY,11.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,5.0,4.0,32
Modern Languages and Culture,FRENCH,FRENCH 1,4113,ISNER-BALL D R,14.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,25
Modern Languages and Culture,FRENCH,FRENCH 2,2332,CHEVANT-AKSOY,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,21
Modern Languages and Culture,FRENCH,FRENCH 2,4114,CASE S A,13.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,22
Modern Languages and Culture,FRENCH,FRENCH 3,2333,CHEVANT-AKSOY,11.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,22
Modern Languages and Culture,GERMAN,GERMAN 1,4116,TANAKA D J,14.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,34
Modern Languages and Culture,HEBREW,HEBREW 1,3394,MARGOLIS F S,8.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,18
Modern Languages and Culture,HEBREW,HEBREW 1,4121,ZWANG-WEISSMA,11.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,31
Modern Languages and Culture,ITAL,ITAL 1,2455,LORENZI P,11.0,3.0,2.0,0.0,3.0,0.0,3.0,1.0,3.0,2.0,28
Modern Languages and Culture,ITAL,ITAL 1,2456,KEMITCH F A,12.0,7.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,5.0,31
Modern Languages and Culture,JAPAN,JAPAN 1,2457,HASHIMOTO Y,19.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,37
Modern Languages and Culture,JAPAN,JAPAN 1,2458,TSUBOI Y,10.0,3.0,3.0,1.0,5.0,0.0,1.0,0.0,7.0,5.0,35
Modern Languages and Culture,JAPAN,JAPAN 1,2459,KATO N K,11.0,7.0,5.0,0.0,1.0,1.0,0.0,1.0,7.0,4.0,37
Modern Languages and Culture,JAPAN,JAPAN 1,2460,TSUBOI Y,5.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,8.0,23
Modern Languages and Culture,JAPAN,JAPAN 1,4122,TAKEMORI K,11.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,9.0,30
Modern Languages and Culture,JAPAN,JAPAN 2,2462,KITAZONO Y,18.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26
Modern Languages and Culture,JAPAN,JAPAN 2,2463,JOHNSTON S K,11.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,25
Modern Languages and Culture,JAPAN,JAPAN 3,4124,TSUBOI Y,13.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,29
Modern Languages and Culture,JAPAN,JAPAN 8,4125,SAIGUSA Y,15.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,6.0,30
Modern Languages and Culture,JAPAN,JAPAN 9,2464,NISHIJIMA R,17.0,9.0,2.0,1.0,8.0,2.0,0.0,0.0,1.0,2.0,42
Modern Languages and Culture,KOREAN,KOREAN 1,2564,LEE J M,18.0,6.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,38
Modern Languages and Culture,KOREAN,KOREAN 1,2565,CHA J,12.0,5.0,3.0,2.0,4.0,1.0,0.0,0.0,5.0,1.0,33
Modern Languages and Culture,KOREAN,KOREAN 1,2566,TARK E,9.0,4.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,4.0,26
Modern Languages and Culture,KOREAN,KOREAN 2,2567,CHA J,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,18
Modern Languages and Culture,KOREAN,KOREAN 3,4130,CHA J,13.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,29
Modern Languages and Culture,LING,LING 1,2571,AL RIFAE K,18.0,6.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,39
Modern Languages and Culture,LING,LING 1,2572,FALCE-ROBINSON,15.0,10.0,3.0,0.0,3.0,1.0,0.0,0.0,6.0,2.0,40
Modern Languages and Culture,LING,LING 1,2573,GAINES S G,35.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,48
Modern Languages and Culture,LING,LING 1,2574,GAINES S G,31.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,50
Modern Languages and Culture,PERSIN,PERSIN 1,2935,POURZANGI B,11.0,6.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,26
Modern Languages and Culture,RUSS,RUSS 1,4223,RAZOR S,19.0,6.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,36
Modern Languages and Culture,SPAN,SPAN 1,3217,ZARATE S,5.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,21
Modern Languages and Culture,SPAN,SPAN 1,3218,ESPINAL J,21.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,36
Modern Languages and Culture,SPAN,SPAN 1,3219,MIZUKI A H,7.0,5.0,4.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,26
Modern Languages and Culture,SPAN,SPAN 1,3220,CANDELARIA C,6.0,4.0,6.0,0.0,3.0,0.0,2.0,0.0,7.0,3.0,31
Modern Languages and Culture,SPAN,SPAN 1,3424,TRIVES T,2.0,6.0,7.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,28
Modern Languages and Culture,SPAN,SPAN 1,4224,NDOLEY M N,9.0,6.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,28
Modern Languages and Culture,SPAN,SPAN 2,3222,LEE CHAN A,6.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,7.0,3.0,25
Modern Languages and Culture,SPAN,SPAN 2,3223,ESPINAL J,20.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,31
Modern Languages and Culture,SPAN,SPAN 2,3224,LEE CHAN A,9.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,19
Modern Languages and Culture,SPAN,SPAN 3,3225,LEE CHAN A,5.0,5.0,1.0,0.0,6.0,2.0,0.0,1.0,4.0,4.0,28
Modern Languages and Culture,SPAN,SPAN 4,3226,FIGUEROA A B,3.0,4.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,15
Modern Languages and Culture,SPAN,SPAN 8,4225,THOMAS P,12.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,29
Modern Languages and Culture,SPAN,SPAN 11,3227,AREVALO L H,16.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,28
Modern Languages and Culture,SPAN,SPAN 11,3228,AREVALO L H,16.0,9.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,32
Modern Languages and Culture,SPAN,SPAN 31A,3229,MIZUKI A H,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,4.0,26
Music,MUSIC,MUSIC 1,2788,KOZLOVA YU V,8.0,2.0,4.0,1.0,9.0,0.0,0.0,0.0,5.0,2.0,31
Music,MUSIC,MUSIC 1,2789,CHOU L,21.0,6.0,2.0,3.0,5.0,1.0,0.0,1.0,2.0,0.0,41
Music,MUSIC,MUSIC 1,2790,KIM J,13.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,34
Music,MUSIC,MUSIC 1,2791,TAKESUE S A,3.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,6.0,18
Music,MUSIC,MUSIC 1,2792,KIM J,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15
Music,MUSIC,MUSIC 1,4178,KIM J,4.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,18
Music,MUSIC,MUSIC 2,2793,AGUIAR J A,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,13
Music,MUSIC,MUSIC 2,2794,AGUIAR J A,7.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,20
Music,MUSIC,MUSIC 3,2795,DRISCOLL B S,5.0,5.0,6.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,23
Music,MUSIC,MUSIC 5,2797,AGUIAR J A,9.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,20
Music,MUSIC,MUSIC 5,2798,ARBURY D B,9.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,18
Music,MUSIC,MUSIC 6,2799,CHEESMAN J M,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,14
Music,MUSIC,MUSIC 6,2800,CHEESMAN J M,3.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,18
Music,MUSIC,MUSIC 7,2801,DRISCOLL B S,3.0,5.0,7.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,22
Music,MUSIC,MUSIC 29,2803,ALVISO J R,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,21
Music,MUSIC,MUSIC 30,2804,BERGMAN J F,10.0,13.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,33
Music,MUSIC,MUSIC 32,2805,BERGMAN J F,8.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,24
Music,MUSIC,MUSIC 32,2806,BERGMAN J F,11.0,11.0,3.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,39
Music,MUSIC,MUSIC 32,2807,BERGMAN J F,9.0,10.0,2.0,2.0,6.0,0.0,2.0,0.0,2.0,11.0,44
Music,MUSIC,MUSIC 32,2808,BERGMAN J F,10.0,3.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,23
Music,MUSIC,MUSIC 33,2809,FIDDMONT F K,24.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29
Music,MUSIC,MUSIC 33,2810,FIDDMONT F K,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28
Music,MUSIC,MUSIC 33,2811,FIDDMONT F K,22.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28
Music,MUSIC,MUSIC 33,2812,TERRY L,11.0,9.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,35
Music,MUSIC,MUSIC 33,2813,FIDDMONT F K,35.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,41
Music,MUSIC,MUSIC 33,2814,TERRY L,9.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,24
Music,MUSIC,MUSIC 36,2815,PARNELL D J,19.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,5.0,43
Music,MUSIC,MUSIC 36,2816,PARNELL D J,17.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,1.0,35
Music,MUSIC,MUSIC 36,4179,PARNELL D J,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,24
Music,MUSIC,MUSIC 37,2817,ALVISO J R,10.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,22
Music,MUSIC,MUSIC 37,2818,TERRY L,7.0,12.0,5.0,0.0,9.0,3.0,2.0,0.0,2.0,2.0,42
Music,MUSIC,MUSIC 40,4180,DE STEFANO J D,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,22
Music,MUSIC,MUSIC 44,2819,ALFARO M,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23
Music,MUSIC,MUSIC 45,2820,GRAY G L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Music,MUSIC,MUSIC 50A,2821,DE STEFANO J D,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,26
Music,MUSIC,MUSIC 50A,2822,DE STEFANO J D,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,18
Music,MUSIC,MUSIC 50A,4181,DE STEFANO J D,8.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,5.0,1.0,24
Music,MUSIC,MUSIC 50A,4182,SELVEY J D,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,14
Music,MUSIC,MUSIC 50B,2823,DE STEFANO J D,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
Music,MUSIC,MUSIC 50B,2824,DE STEFANO J D,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9
Music,MUSIC,MUSIC 50B,4183,DE STEFANO J D,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,10
Music,MUSIC,MUSIC 50B,4184,SELVEY J D,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Music,MUSIC,MUSIC 53,3473,SORENSEN K E,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Music,MUSIC,MUSIC 53,4185,GILLESPIE M N,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,26
Music,MUSIC,MUSIC 55,4186,SELVEY J D,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,49
Music,MUSIC,MUSIC 57,4187,DE STEFANO J D,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18
Music,MUSIC,MUSIC 59,2826,SELVEY J D,17.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,22
Music,MUSIC,MUSIC 60A,2827,CHOU L,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,18
Music,MUSIC,MUSIC 60A,2828,KOZLOVA YU V,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,10
Music,MUSIC,MUSIC 60A,2829,CHOU L,10.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,21
Music,MUSIC,MUSIC 60A,2830,KOZLOVA YU V,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19
Music,MUSIC,MUSIC 60B,2831,CHOU L,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,23
Music,MUSIC,MUSIC 60B,2832,KOZLOVA YU V,9.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,15
Music,MUSIC,MUSIC 60C,2833,KOZLOVA YU V,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,11
Music,MUSIC,MUSIC 60C,2834,CHOU L,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12
Music,MUSIC,MUSIC 60D,2835,CHOU L,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9
Music,MUSIC,MUSIC 60D,3307,CHOU L,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9
Music,MUSIC,MUSIC 61A,2836,CHOU L,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
Music,MUSIC,MUSIC 64,2837,KOZLOVA YU V,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20
Music,MUSIC,MUSIC 66,2838,TAKESUE S A,7.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,20
Music,MUSIC,MUSIC 70A,2839,SANDERSON A,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9
Music,MUSIC,MUSIC 70B,2840,SANDERSON A,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
Music,MUSIC,MUSIC 70C,2841,SANDERSON A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Music,MUSIC,MUSIC 73A,2842,SMITH ME M,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
Music,MUSIC,MUSIC 73B,2843,SMITH ME M,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8
Music,MUSIC,MUSIC 74,4190,JUAN M R,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25
Music,MUSIC,MUSIC 77,4192,MC KEOWN K O,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
Music,MUSIC,MUSIC 78,2844,WHALEY T L,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
Music,MUSIC,MUSIC 78,4193,FIDDMONT F K,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15
Music,MUSIC,MUSIC 84A,2845,CHEESMAN J M,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,22
Music,MUSIC,MUSIC 84A,2846,HARMON J M,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,20
Music,MUSIC,MUSIC 84B,4194,CHEESMAN J M,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,11
Music,MUSIC,MUSIC 84C,4195,CHEESMAN J M,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
Music,MUSIC,MUSIC 87A,4196,CHEESMAN J M,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,12
Music,MUSIC,MUSIC 87B,4197,CHEESMAN J M,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8
Music,MUSIC,MUSIC 88A,2847,DRISCOLL B S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Music,MUSIC,MUSIC 92,2849,CHEESMAN J M,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,39
Music,MUSIC,MUSIC 94,2850,CHEESMAN J M,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19
Music,MUSIC,MUSIC 94,2851,DE STEFANO J D,14.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,20
Philosophy and Social Science,ECON,ECON 1,1881,CHAN A K-C,2.0,7.0,16.0,14.0,16.0,0.0,4.0,0.0,8.0,3.0,70
Philosophy and Social Science,ECON,ECON 1,1882,BATTISTA C,8.0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,38
Philosophy and Social Science,ECON,ECON 1,1883,BATTISTA C,11.0,11.0,6.0,0.0,4.0,1.0,1.0,0.0,2.0,4.0,40
Philosophy and Social Science,ECON,ECON 1,1884,BROWN B C,37.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,58
Philosophy and Social Science,ECON,ECON 1,1885,GARCIA C P,3.0,7.0,9.0,1.0,15.0,1.0,2.0,0.0,5.0,4.0,47
Philosophy and Social Science,ECON,ECON 1,1886,GARCIA C P,4.0,2.0,4.0,3.0,15.0,0.0,3.0,0.0,9.0,3.0,43
Philosophy and Social Science,ECON,ECON 1,1887,GARCIA C P,4.0,3.0,4.0,4.0,12.0,0.0,4.0,0.0,8.0,5.0,44
Philosophy and Social Science,ECON,ECON 1,1889,KESKINEL M,18.0,19.0,3.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,50
Philosophy and Social Science,ECON,ECON 1,1890,BATTISTA C,5.0,10.0,12.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0,39
Philosophy and Social Science,ECON,ECON 1,1891,SU B C,30.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,42
Philosophy and Social Science,ECON,ECON 1,1892,URRUTIA A Q,17.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24
Philosophy and Social Science,ECON,ECON 1,1893,URRUTIA A Q,30.0,7.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,49
Philosophy and Social Science,ECON,ECON 1,1894,SU B C,15.0,8.0,11.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,44
Philosophy and Social Science,ECON,ECON 1,3411,KESKINEL M,17.0,21.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,49
Philosophy and Social Science,ECON,ECON 1,3482,KESKINEL M,17.0,21.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,49
Philosophy and Social Science,ECON,ECON 1,4085,CHAN A K-C,10.0,11.0,14.0,10.0,12.0,0.0,3.0,0.0,4.0,3.0,67
Philosophy and Social Science,ECON,ECON 1,4086,CARTER T D,35.0,15.0,13.0,1.0,5.0,1.0,1.0,0.0,3.0,4.0,78
Philosophy and Social Science,ECON,ECON 2,1895,CHAN A K-C,14.0,23.0,14.0,8.0,6.0,1.0,2.0,0.0,3.0,5.0,76
Philosophy and Social Science,ECON,ECON 2,1896,GARCIA C P,5.0,2.0,10.0,6.0,9.0,1.0,5.0,0.0,3.0,5.0,46
Philosophy and Social Science,ECON,ECON 2,1897,GARCIA C P,2.0,6.0,7.0,3.0,13.0,1.0,4.0,0.0,2.0,4.0,42
Philosophy and Social Science,ECON,ECON 2,1900,URRUTIA A Q,25.0,11.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,47
Philosophy and Social Science,ECON,ECON 2,1901,URRUTIA A Q,19.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25
Philosophy and Social Science,ECON,ECON 2,1902,BATTISTA C,14.0,14.0,5.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,42
Philosophy and Social Science,ECON,ECON 2,1903,BATTISTA C,19.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,41
Philosophy and Social Science,ECON,ECON 2,1904,SU B C,26.0,9.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,46
Philosophy and Social Science,ECON,ECON 2,1905,BATTISTA C,10.0,13.0,8.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,41
