Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,W,EW,Total
Counseling,COUNS,COUNS 12,1653,SRAPYAN G,13.0,1.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,26
Counseling,COUNS,COUNS 12,1654,SUNDERMEIER C,8.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,26
Counseling,COUNS,COUNS 12,1655,FOX M P,18.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26
Counseling,COUNS,COUNS 12,1656,FOX M P,12.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,26
Counseling,COUNS,COUNS 12,1657,FOX M P,18.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,3.0,30
Counseling,COUNS,COUNS 12,3469,TRACHTENBERG J,14.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,31
Counseling,COUNS,COUNS 15,1660,FOX M P,24.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,31
Counseling,COUNS,COUNS 15,1661,FOX M P,15.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,1.0,2.0,27
Counseling,COUNS,COUNS 20,1663,GALINDO O A,17.0,4.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,3.0,37
Counseling,COUNS,COUNS 20,1664,GALINDO O A,14.0,4.0,5.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,34
Counseling,COUNS,COUNS 20,1665,TREJO A D,20.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,34
Counseling,COUNS,COUNS 20,1666,MACIAS LIMON C C,19.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,36
Counseling,COUNS,COUNS 20,1667,COOPER D J,20.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,33
Counseling,COUNS,COUNS 20,1668,AGU C A,17.0,7.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,34
Counseling,COUNS,COUNS 20,1669,COOPER D J,24.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,33
Counseling,COUNS,COUNS 20,1670,GEORGE C A,19.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,35
Counseling,COUNS,COUNS 20,1671,MARTIN-TUNGPAL,6.0,6.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,26
Counseling,COUNS,COUNS 20,1672,TREJO A D,19.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,36
Counseling,COUNS,COUNS 20,1673,COOPER D J,15.0,7.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,33
Counseling,COUNS,COUNS 20,1674,MATAVAO U E,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13
Counseling,COUNS,COUNS 20,1675,TREJO A D,16.0,6.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,32
Counseling,COUNS,COUNS 20,1676,MARTIN-TUNGPAL,7.0,4.0,9.0,4.0,2.0,2.0,0.0,0.0,1.0,4.0,33
Counseling,COUNS,COUNS 20,1677,FAVELA-COREAS H,19.0,7.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,33
Counseling,COUNS,COUNS 20,1678,HACKETT C D,8.0,9.0,7.0,4.0,1.0,0.0,0.0,0.0,11.0,4.0,44
Counseling,COUNS,COUNS 20,1679,GEORGE C A,12.0,4.0,4.0,2.0,2.0,0.0,4.0,0.0,5.0,2.0,35
Counseling,COUNS,COUNS 20,1680,JACKSON A E,8.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,30
Counseling,COUNS,COUNS 20,1681,NUNEZ-MASON R E,11.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,26
Counseling,COUNS,COUNS 20,1682,FELIX J,14.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,31
Counseling,COUNS,COUNS 20,1683,GALINDO O A,12.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,30
Counseling,COUNS,COUNS 20,1684,MALZONE V B,16.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,32
Counseling,COUNS,COUNS 20,1685,VALLEJO O,9.0,7.0,3.0,1.0,2.0,0.0,0.0,1.0,8.0,3.0,34
Counseling,COUNS,COUNS 20,1686,GALINDO O A,10.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,25
Counseling,COUNS,COUNS 20,1687,MALZONE V B,14.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,30
Counseling,COUNS,COUNS 20,1688,FELIX J,14.0,7.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,31
Counseling,COUNS,COUNS 20,1689,FELIX J,5.0,9.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,28
Counseling,COUNS,COUNS 20,1690,ROSS S A,6.0,4.0,2.0,1.0,9.0,0.0,0.0,0.0,7.0,2.0,31
Counseling,COUNS,COUNS 20,1691,TILLEY ROSILYNN,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,26
Counseling,COUNS,COUNS 20,1692,MALZONE V B,11.0,7.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,29
Counseling,COUNS,COUNS 20,1693,MALZONE V B,17.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,31
Counseling,COUNS,COUNS 20,1694,TILLEY ROSILYNN,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,27
Counseling,COUNS,COUNS 20,1695,TILLEY ROSILYNN,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,17
Counseling,COUNS,COUNS 20,1696,TILLEY ROSILYNN,5.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,8.0,3.0,25
Counseling,COUNS,COUNS 20,1697,VALENTINE D,9.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,4.0,2.0,25
Counseling,COUNS,COUNS 20,1698,FELIX J,10.0,3.0,5.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,30
Counseling,COUNS,COUNS 20,1699,VALENTINE D,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,3.0,19
Counseling,COUNS,COUNS 20,1700,GEORGE C A,6.0,3.0,2.0,2.0,9.0,1.0,0.0,0.0,11.0,1.0,35
Counseling,COUNS,COUNS 20,1701,VALENTINE D,3.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,20
Counseling,COUNS,COUNS 20,1702,ROSS S A,6.0,4.0,0.0,1.0,12.0,0.0,1.0,0.0,6.0,8.0,38
Counseling,COUNS,COUNS 20,1703,ROSS S A,11.0,3.0,0.0,0.0,11.0,2.0,1.0,0.0,8.0,4.0,40
Counseling,COUNS,COUNS 88B,1720,FELIX J,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 90A,1722,GURROLA D M,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9
Counseling,COUNS,COUNS 90B,1723,GURROLA D M,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5
Counseling,COUNS,COUNS 90C,1724,GURROLA D M,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3
Counseling,COUNS,COUNS 90D,1725,GURROLA D M,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5
Dance,DANCE,DANCE 2,1786,SUSILOWATI S,21.0,12.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,44
Dance,DANCE,DANCE 2,1787,SUSILOWATI S,27.0,10.0,4.0,3.0,8.0,0.0,1.0,0.0,2.0,2.0,57
Dance,DANCE,DANCE 2,1788,SUSILOWATI S,10.0,9.0,4.0,0.0,4.0,2.0,1.0,0.0,9.0,2.0,41
Dance,DANCE,DANCE 5,1790,LEE J Y,13.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,25
Dance,DANCE,DANCE 5,1791,LEE J Y,7.0,7.0,5.0,0.0,13.0,0.0,1.0,0.0,4.0,5.0,42
Dance,DANCE,DANCE 10,1792,AYBAY OWENS S,5.0,7.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,7.0,31
Dance,DANCE,DANCE 11,1793,JORDAN A N,8.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,23
Dance,DANCE,DANCE 11,1794,MORENO M O,10.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,21
Dance,DANCE,DANCE 12,1795,MORENO M O,10.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,21
Dance,DANCE,DANCE 13,1796,MORENO M O,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Dance,DANCE,DANCE 14,1797,MORENO M O,7.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,23
Dance,DANCE,DANCE 15,1798,MORENO M O,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Dance,DANCE,DANCE 16,1799,MORENO M O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dance,DANCE,DANCE 17,1800,OCAMPO C,6.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,15
Dance,DANCE,DANCE 18,1801,OCAMPO C,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
Dance,DANCE,DANCE 20,1802,CEBALLOS BE A,2.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,17
Dance,DANCE,DANCE 26A,1803,CANELLIAS L M,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10
Dance,DANCE,DANCE 26B,1806,CANELLIAS L M,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4
Dance,DANCE,DANCE 31,1809,VAN WORMER V M,6.0,3.0,2.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,25
Dance,DANCE,DANCE 31,4067,RICHARDS C R,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,23
Dance,DANCE,DANCE 32,1810,MOLNAR CY A,7.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,17
Dance,DANCE,DANCE 33A,1811,LEE J Y,5.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21
Dance,DANCE,DANCE 34A,1812,LEE J Y,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Dance,DANCE,DANCE 41,1813,MCDONALD K E,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13
Dance,DANCE,DANCE 42,1814,MCDONALD K E,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,10
Dance,DANCE,DANCE 43A,1815,TOMASIC M T,6.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,15
Dance,DANCE,DANCE 44A,1816,TOMASIC M T,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11
Dance,DANCE,DANCE 55A,1817,TOMASIC M T,13.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,21
Dance,DANCE,DANCE 57A,4068,RAMIREZ RA V,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19
Dance,DANCE,DANCE 59A,1818,WALKER C Y,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29
Dance,DANCE,DANCE 60,1819,VAN WORMER V M,6.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,18
Dance,DANCE,DANCE 63,1820,MORENO M O,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15
Dance,DANCE,DANCE 88A,1821,TOMASIC M T,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Dance,DANCE,DANCE 88B,3347,TOMASIC M T,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4
Design Technology,ANIM,ANIM 1,1126,KEESHEN J F,14.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,36
Design Technology,ANIM,ANIM 1,4009,KEESHEN J F,18.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,36
Design Technology,ANIM,ANIM 2,4010,KEESHEN J F,11.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,24
Design Technology,ANIM,ANIM 2,4011,KEESHEN J F,10.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24
Design Technology,ANIM,ANIM 3,1127,FRIA C T,8.0,4.0,2.0,0.0,6.0,0.0,1.0,1.0,4.0,0.0,26
Design Technology,ANIM,ANIM 3,1128,FRIA C T,6.0,5.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,24
Design Technology,ANIM,ANIM 4,1129,KLAUTKY E K,14.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24
Design Technology,ANIM,ANIM 5,1130,POIRIER N P,29.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,42
Design Technology,ANIM,ANIM 18,1131,MESSER J H,13.0,9.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,28
Design Technology,ANIM,ANIM 19,1132,MESSER J H,19.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26
Design Technology,ANIM,ANIM 20,4012,KEESHEN J F,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24
Design Technology,ANIM,ANIM 21,4013,DAVIS J A,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,20
Design Technology,ANIM,ANIM 22,1133,DAVIS J A,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20
Design Technology,ANIM,ANIM 30,4014,WILLIAMS V J,7.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,22
Design Technology,ANIM,ANIM 31,4015,HARLOW G,4.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,15
Design Technology,ANIM,ANIM 32,4016,PHAN H N,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16
Design Technology,ANIM,ANIM 35,1134,FRIA C T,6.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,4.0,24
Design Technology,ANIM,ANIM 37,4017,WILLIAMS V J,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21
Design Technology,ANIM,ANIM 38,1135,FRIA C T,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,14
Design Technology,ANIM,ANIM 41,1136,BROWN S S,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,21
Design Technology,ANIM,ANIM 42,1137,KLAUTKY E K,9.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,22
Design Technology,ANIM,ANIM 75,3343,NAGEL J G,3.0,6.0,6.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,26
Design Technology,ARC,ARC 10,1162,CORDOVA S A,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,24
Design Technology,ARC,ARC 10,1163,ELLSWORTH W,14.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,30
Design Technology,ARC,ARC 10,1164,RABKIN B L,6.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,19
Design Technology,ARC,ARC 10,3339,HSIEH L,7.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,25
Design Technology,ARC,ARC 11,1166,CAMBRON J,9.0,4.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,26
Design Technology,ARC,ARC 11,1167,SOTO A J,7.0,4.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,25
Design Technology,ARC,ARC 11,1168,PICCONE J R,4.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0,22
Design Technology,ARC,ARC 11,3340,GARCIA JO,7.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,6.0,26
Design Technology,ARC,ARC 20,1170,CAMBRON J,14.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,26
Design Technology,ARC,ARC 21,1171,ADAIR J S,14.0,8.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,36
Design Technology,ARC,ARC 21,3385,JACOBS R E,2.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,17
Design Technology,ARC,ARC 30,1172,GONZALEZ ROJAS,6.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,12
Design Technology,ARC,ARC 31,1173,CAMBRON J,18.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,31
Design Technology,ARC,ARC 40,1174,HARRIS E R,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8
Design Technology,ARC,ARC 51,1175,RABKIN B L,17.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,3.0,32
Design Technology,ARC,ARC 70,1176,ELLSWORTH W,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
Design Technology,DESIGN,DESIGN 11,1822,TANAKA BONITA R,14.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,23
Design Technology,DESIGN,DESIGN 11,4070,TURNER L J,6.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,21
Design Technology,DESIGN,DESIGN 12,1823,VRUWINK N R,13.0,3.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,2.0,29
Design Technology,DESIGN,DESIGN 12,1824,VRUWINK N R,12.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,24
Design Technology,DESIGN,DESIGN 13,1825,VRUWINK N R,17.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,29
Design Technology,DESIGN,DESIGN 13,1826,VRUWINK N R,15.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,27
Design Technology,DESIGN,DESIGN 13,1827,VRUWINK N R,17.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,24
Design Technology,DESIGN,DESIGN 13,4071,MACGILLIVRAY I J,9.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,23
Design Technology,DESIGN,DESIGN 21,1828,PATEL B,8.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,22
Design Technology,DESIGN,DESIGN 21,4072,TANAKA BONITA R,19.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25
Design Technology,DESIGN,DESIGN 22,1829,HILL R L,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,16
Design Technology,DESIGN,DESIGN 22,1830,HILL R L,9.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,23
Design Technology,DESIGN,DESIGN 23,1831,CHAN D J,12.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,22
Design Technology,DESIGN,DESIGN 23,4073,VACARRA J W,9.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,22
Design Technology,DESIGN,DESIGN 24,1832,TORRES H,14.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,22
Design Technology,DESIGN,DESIGN 24,1833,TRIVIZA A,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,17
Design Technology,DESIGN,DESIGN 31,4074,DASILVA J L,24.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,31
Design Technology,DESIGN,DESIGN 32,1834,MAZZARA E,14.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,26
Design Technology,DESIGN,DESIGN 32,1835,MAZZARA E,7.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,21
Design Technology,DESIGN,DESIGN 33,1836,JOHNSON L D,11.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18
Design Technology,DESIGN,DESIGN 33,3336,CHAN D J,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20
Design Technology,DESIGN,DESIGN 41,1838,JOHNSON L D,14.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24
Design Technology,DESIGN,DESIGN 42,1840,SAFIOULLINE M,5.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,21
Design Technology,DESIGN,DESIGN 43,1841,CHAN N R,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,20
Design Technology,DMPOST,DMPOST 1,4076,LOUIE W B,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,29
Design Technology,DMPOST,DMPOST 2,1843,JAVELOSA D A,13.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,22
Design Technology,DMPOST,DMPOST 2,1844,JAVELOSA D A,6.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,19
Design Technology,DMPOST,DMPOST 2,4077,IADAROLA M,20.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,26
Design Technology,DMPOST,DMPOST 3,1845,LOUIE W B,10.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,30
Design Technology,DMPOST,DMPOST 3,1846,LOUIE W B,14.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,30
Design Technology,DMPOST,DMPOST 3,4078,LOUIE W B,16.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,25
Design Technology,DMPOST,DMPOST 4,1847,ABODE JR P J,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,15
Design Technology,DMPOST,DMPOST 22,4079,NORTON N,7.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0,24
Design Technology,DMPOST,DMPOST 23,1848,PLATT H H,5.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,6.0,3.0,25
Design Technology,DMPOST,DMPOST 30,1849,LOUIE W B,9.0,6.0,4.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,27
Design Technology,DMPOST,DMPOST 30,1850,LOUIE W B,6.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,22
Design Technology,DMPOST,DMPOST 31,1851,UZAN D,6.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,5.0,22
Design Technology,ET,ET 88B,2251,FRIA C T,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Design Technology,ET,ET 88C,2252,FRIA C T,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Design Technology,GAME,GAME 1,2334,JAVELOSA D A,17.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,31
Design Technology,GAME,GAME 2,2335,JAVELOSA D A,11.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,25
Design Technology,GAME,GAME 10,2336,JAVELOSA D A,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10
Design Technology,GR DES,GR DES 71,4119,KELLEY M,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,6.0,26
Design Technology,GR DES,GR DES 71,4120,GERDS E L,3.0,2.0,0.0,1.0,9.0,0.0,2.0,0.0,2.0,1.0,20
Design Technology,GR DES,GR DES 71B,2368,HEATON W B,3.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,1.0,13
Design Technology,GR DES,GR DES 75,2369,ANVARI S S,7.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,22
Design Technology,GR DES,GR DES 76,2370,ANVARI S S,9.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,18
Design Technology,IARC,IARC 15,2444,NOONAN I,14.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,24
Design Technology,IARC,IARC 20,2445,HAO J Y,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,24
Design Technology,IARC,IARC 25,2446,GREGORY D K,11.0,7.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,29
Design Technology,IARC,IARC 30,2447,HAO J Y,7.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,17
Design Technology,IARC,IARC 40,2448,CHEN D A,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11
Design Technology,IARC,IARC 45,2449,HAO J Y,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,18
Design Technology,IARC,IARC 53,2450,DUNPHY B E,5.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,16
Design Technology,IXD,IXD 310,5001,CHAN N R,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Design Technology,IXD,IXD 350,5401,SAFIOULLINE M,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
Design Technology,IXD,IXD 370,5009,JOHNSON L D,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Design Technology,IXD,IXD 450,5003,CHAN N R,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Design Technology,IXD,IXD 460,5004,SAFIOULLINE M,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Disabled Student Center,COUNS,COUNS 12H,1659,ADAMS J,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
Disabled Student Center,COUNS,COUNS 15H,1662,ADAMS J,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7
Disabled Student Center,COUNS,COUNS 21H,1705,HAYNES C A,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,6
Disabled Student Center,COUNS,COUNS 41H,1707,ADAMS J,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10
Disabled Student Center,COUNS,COUNS 51,1712,ABADZHYAN S,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,14
Disabled Student Center,COUNS,COUNS 52,1713,ABADZHYAN S,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3
Disabled Student Center,COUNS,COUNS 53,1714,TERUYA S,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6
Disabled Student Center,COUNS,COUNS 54,1715,AXELROD L,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4
Disabled Student Center,COUNS,COUNS 56,1716,AXELROD L,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6
Disabled Student Center,COUNS,COUNS 57,1717,TERUYA S,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8
Art,ANTHRO,ANTHRO 1,1138,HARADON C M,13.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,24
